woj,pow,rok,keso,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci
dolnośląskie,boleslawiecki,2023,300201011000,42,181,383,493,294.0,95.0,104.0
dolnośląskie,dzierzoniowski,2023,300202011000,65,132,291,402,216.0,26.0,160.0
dolnośląskie,gorowski,2023,300204013000,23,56,125,273,211.0,23.0,39.0
dolnośląskie,glogowski,2023,200203000000,36,199,428,770,333.0,72.0,365.0
dolnośląskie,jaworski,2023,300205023000,12,59,119,123,93.0,8.0,22.0
dolnośląskie,kamiennogorski,2023,300207011000,26,137,171,285,130.0,27.0,128.0
dolnośląskie,karkonoski,2023,300206052000,41,83,165,195,111.0,23.0,61.0
dolnośląskie,klodzki,2023,300208063000,53,312,465,500,275.0,52.0,173.0
dolnośląskie,legnicki,2023,300209011000,10,94,144,236,145.0,15.0,76.0
dolnośląskie,lubanski,2023,300210033000,21,86,127,196,91.0,22.0,83.0
dolnośląskie,lubinski,2023,300211011000,60,172,429,620,348.0,66.0,206.0
dolnośląskie,lwowecki,2023,300212013000,18,94,145,260,120.0,29.0,111.0
dolnośląskie,m. jelenia gora,2023,250261011000,32,55,190,198,105.0,39.0,54.0
dolnośląskie,m. legnica,2023,250262011000,49,90,358,531,293.0,38.0,200.0
dolnośląskie,m. walbrzych,2023,250265011000,61,155,424,476,286.0,25.0,165.0
dolnośląskie,m. wroclaw,2023,250264011000,264,624,2350,4223,1931.0,592.0,1700.0
dolnośląskie,milicki,2023,300213012000,8,54,70,79,54.0,9.0,16.0
dolnośląskie,olesnicki,2023,300214023000,66,132,283,503,236.0,93.0,174.0
dolnośląskie,olawski,2023,300215022000,34,94,224,461,194.0,101.0,166.0
dolnośląskie,polkowicki,2023,300216013000,31,145,288,525,314.0,34.0,177.0
dolnośląskie,strzelinski,2023,300217012000,30,47,146,340,140.0,46.0,154.0
dolnośląskie,trzebnicki,2023,300220013000,33,266,370,357,216.0,34.0,107.0
dolnośląskie,walbrzyski,2023,300221011000,53,88,149,234,125.0,20.0,89.0
dolnośląskie,wolowski,2023,300222013000,12,79,83,114,57.0,7.0,50.0
dolnośląskie,wroclawski,2023,300223012000,59,297,557,804,417.0,136.0,251.0
dolnośląskie,zgorzelecki,2023,300225033000,25,110,228,316,145.0,55.0,116.0
dolnośląskie,zabkowicki,2023,300224013000,13,126,164,308,134.0,73.0,101.0
dolnośląskie,zlotoryjski,2023,300226032000,7,74,128,292,112.0,76.0,104.0
dolnośląskie,sredzki,2023,300218012000,18,75,200,160,81.0,25.0,54.0
dolnośląskie,swidnicki,2023,300219032000,76,392,644,950,573.0,101.0,276.0
kujawsko - pomorskie,aleksandrowski,2023,200401000000,19,74,101,180,83.0,11.0,86.0
kujawsko - pomorskie,brodnicki,2023,300402022000,26,168,224,367,181.0,23.0,163.0
kujawsko - pomorskie,bydgoski,2023,300403012000,73,215,297,648,243.0,113.0,292.0
kujawsko - pomorskie,chelminski,2023,200404000000,24,121,173,276,154.0,32.0,90.0
kujawsko - pomorskie,golubsko-dobrzynski,2023,300405022000,21,89,165,220,114.0,24.0,82.0
kujawsko - pomorskie,grudziadzki,2023,300406012000,9,79,79,145,65.0,7.0,73.0
kujawsko - pomorskie,inowroclawski,2023,300407022000,70,210,397,690,318.0,57.0,315.0
kujawsko - pomorskie,lipnowski,2023,300408022000,16,96,118,206,88.0,17.0,101.0
kujawsko - pomorskie,m. bydgoszcz,2023,250461011000,32,442,676,949,570.0,61.0,318.0
kujawsko - pomorskie,m. grudziadz,2023,250462011000,73,82,402,806,320.0,41.0,445.0
kujawsko - pomorskie,m. torun,2023,250463011000,50,318,318,384,233.0,40.0,111.0
kujawsko - pomorskie,m. wloclawek,2023,250464011000,67,228,409,539,341.0,73.0,125.0
kujawsko - pomorskie,mogilenski,2023,300409012000,6,51,67,109,61.0,8.0,40.0
kujawsko - pomorskie,nakielski,2023,300410013000,32,169,264,398,173.0,56.0,169.0
kujawsko - pomorskie,radziejowski,2023,300411022000,17,57,57,136,57.0,40.0,39.0
kujawsko - pomorskie,rypinski,2023,300412022000,1,41,64,99,54.0,7.0,38.0
kujawsko - pomorskie,sepolenski,2023,300413013000,37,138,158,345,141.0,49.0,155.0
kujawsko - pomorskie,torunski,2023,300415011000,29,119,171,270,127.0,12.0,131.0
kujawsko - pomorskie,tucholski,2023,300416012000,37,87,108,194,101.0,7.0,86.0
kujawsko - pomorskie,wabrzeski,2023,300417022000,26,21,58,107,33.0,8.0,66.0
kujawsko - pomorskie,wloclawski,2023,300418022000,23,116,185,306,147.0,36.0,123.0
kujawsko - pomorskie,swiecki,2023,300414012000,33,123,210,381,160.0,39.0,182.0
kujawsko - pomorskie,zninski,2023,300419013000,46,183,255,499,229.0,60.0,210.0
lubelskie,bialski,2023,200601000000,40,161,270,393,233.0,45.0,115.0
lubelskie,bilgorajski,2023,300602022000,33,154,200,404,189.0,68.0,147.0
lubelskie,hrubieszowski,2023,300604022000,13,66,142,202,126.0,22.0,54.0
lubelskie,janowski,2023,300605012000,5,109,104,173,110.0,30.0,33.0
lubelskie,krasnostawski,2023,300606022000,24,83,117,153,87.0,19.0,47.0
lubelskie,krasnicki,2023,300607023000,22,78,134,220,137.0,26.0,57.0
lubelskie,lubartowski,2023,300608022000,38,147,223,370,186.0,21.0,163.0
lubelskie,lubelski,2023,300609013000,57,198,390,571,286.0,51.0,234.0
lubelskie,m. biala podlaska,2023,250661011000,13,103,168,338,148.0,11.0,179.0
lubelskie,m. chelm,2023,250662011000,21,55,131,167,96.0,10.0,61.0
lubelskie,m. lublin,2023,250663011000,129,672,1000,1348,811.0,117.0,420.0
lubelskie,m. zamosc,2023,250664011000,4,51,181,219,162.0,23.0,34.0
lubelskie,opolski,2023,300612012000,55,159,218,362,201.0,51.0,110.0
lubelskie,parczewski,2023,300613012000,15,42,86,109,63.0,13.0,33.0
lubelskie,pulawski,2023,300614022000,78,239,374,566,332.0,65.0,169.0
lubelskie,radzynski,2023,300615022000,40,69,91,180,104.0,26.0,50.0
lubelskie,rycki,2023,300616011000,16,106,141,242,127.0,23.0,92.0
lubelskie,tomaszowski,2023,300618022000,28,60,111,244,98.0,25.0,121.0
lubelskie,wlodawski,2023,300619022000,6,39,94,129,85.0,13.0,31.0
lubelskie,zamojski,2023,300620012000,18,123,234,477,222.0,58.0,197.0
lubelskie,lukowski,2023,300611032000,13,178,267,556,251.0,50.0,255.0
lubelskie,leczynski,2023,300610012000,45,96,221,342,204.0,47.0,91.0
lubelskie,swidnicki,2023,300617022000,27,171,228,474,199.0,80.0,195.0
lubelskie,chelmski,2023,300603022000,27,86,175,279,150.0,16.0,113.0
lubuskie,gorzowski,2023,300801022000,13,105,156,153,103.0,21.0,29.0
lubuskie,krosnienski,2023,300802022000,19,62,93,219,110.0,42.0,67.0
lubuskie,m. gorzow wielkopolski,2023,250861011000,44,227,331,632,268.0,38.0,326.0
lubuskie,m. zielona gora,2023,250862011000,191,188,680,1258,451.0,62.0,745.0
lubuskie,miedzyrzecki,2023,300803012000,29,166,262,766,308.0,259.0,199.0
lubuskie,nowosolski,2023,300804023000,48,254,342,422,260.0,57.0,105.0
lubuskie,strzelecko-drezdenecki,2023,300806013000,37,200,162,275,134.0,63.0,78.0
lubuskie,sulecinski,2023,300807012000,7,21,82,99,65.0,14.0,20.0
lubuskie,slubicki,2023,300805013000,5,38,77,84,54.0,9.0,21.0
lubuskie,wschowski,2023,300812013000,11,102,112,150,83.0,29.0,38.0
lubuskie,zielonogorski,2023,300809013000,51,178,250,477,226.0,102.0,149.0
lubuskie,swiebodzinski,2023,300808012000,20,78,121,303,117.0,88.0,98.0
lubuskie,zaganski,2023,300810032000,28,105,174,243,116.0,49.0,78.0
lubuskie,zarski,2023,300811032000,96,110,243,365,182.0,40.0,143.0
mazowieckie,bialobrzeski,2023,301401013000,0,66,96,128,82.0,16.0,30.0
mazowieckie,ciechanowski,2023,201402000000,12,321,420,467,378.0,51.0,38.0
mazowieckie,garwolinski,2023,301403032000,17,195,348,499,307.0,59.0,133.0
mazowieckie,gostyninski,2023,301404011000,5,57,84,122,60.0,23.0,39.0
mazowieckie,grodziski,2023,301405021000,46,117,186,239,121.0,13.0,105.0
mazowieckie,grojecki,2023,301406012000,23,133,235,284,170.0,36.0,78.0
mazowieckie,kozienicki,2023,301407032000,8,89,256,342,234.0,52.0,56.0
mazowieckie,legionowski,2023,301408022000,33,202,313,438,252.0,69.0,117.0
mazowieckie,lipski,2023,301409012000,1,48,91,156,121.0,34.0,1.0
mazowieckie,m. ostroleka,2023,251461011000,11,81,138,138,101.0,11.0,26.0
mazowieckie,m. plock,2023,251462011000,64,236,435,517,372.0,51.0,94.0
mazowieckie,m. radom,2023,251463011000,45,567,1617,1617,1337.0,198.0,82.0
mazowieckie,m. siedlce,2023,251464011000,32,76,172,219,118.0,36.0,65.0
mazowieckie,m. st. warszawa,2023,301465128000,473,1530,3963,6672,2971.0,639.0,3062.0
mazowieckie,makowski,2023,301411022000,5,64,110,155,88.0,27.0,40.0
mazowieckie,minski,2023,301412042000,76,200,406,530,367.0,47.0,116.0
mazowieckie,mlawski,2023,301413022000,18,108,248,321,190.0,29.0,102.0
mazowieckie,nowodworski,2023,301414011000,16,141,247,297,203.0,25.0,69.0
mazowieckie,ostrowski,2023,301416022000,8,91,177,184,150.0,24.0,10.0
mazowieckie,ostrolecki,2023,301415042000,25,136,213,291,184.0,40.0,67.0
mazowieckie,otwocki,2023,301417032000,41,108,300,375,241.0,49.0,85.0
mazowieckie,piaseczynski,2023,301418013000,84,255,504,757,402.0,95.0,260.0
mazowieckie,pruszkowski,2023,301421033000,50,151,280,386,211.0,66.0,109.0
mazowieckie,przasnyski,2023,301422023000,8,74,151,194,131.0,14.0,49.0
mazowieckie,przysuski,2023,301423012000,1,33,65,69,57.0,10.0,2.0
mazowieckie,pultuski,2023,301424012000,3,72,126,152,111.0,12.0,29.0
mazowieckie,plocki,2023,301419132000,170,283,435,679,369.0,102.0,208.0
mazowieckie,plonski,2023,301420032000,15,157,288,315,250.0,29.0,36.0
mazowieckie,radomski,2023,301425022000,30,263,512,752,446.0,94.0,212.0
mazowieckie,siedlecki,2023,301426012000,23,118,204,293,174.0,45.0,74.0
mazowieckie,sierpecki,2023,301427022000,5,71,139,155,120.0,13.0,22.0
mazowieckie,sochaczewski,2023,301428022000,30,189,389,519,365.0,70.0,84.0
mazowieckie,sokolowski,2023,301429022000,6,92,193,255,174.0,33.0,48.0
mazowieckie,szydlowiecki,2023,301430012000,5,54,121,125,91.0,18.0,16.0
mazowieckie,warszawski zachodni,2023,301432072000,29,109,221,295,184.0,29.0,82.0
mazowieckie,wolominski,2023,301434052000,150,385,674,1032,577.0,79.0,376.0
mazowieckie,wyszkowski,2023,301435022000,54,169,322,405,192.0,45.0,168.0
mazowieckie,wegrowski,2023,301433022000,25,116,207,231,184.0,15.0,32.0
mazowieckie,zwolenski,2023,301436012000,11,45,100,123,91.0,14.0,18.0
mazowieckie,losicki,2023,301410012000,11,55,83,130,73.0,17.0,40.0
mazowieckie,zurominski,2023,301437013000,8,36,74,76,71.0,3.0,2.0
mazowieckie,zyrardowski,2023,301438023000,43,66,159,201,128.0,23.0,50.0
małopolskie,bochenski,2023,201201000000,44,167,235,339,170.0,41.0,128.0
małopolskie,brzeski,2023,301202012000,42,217,276,364,242.0,35.0,87.0
małopolskie,chrzanowski,2023,301203013000,72,187,254,351,194.0,12.0,145.0
małopolskie,dabrowski,2023,301204012000,13,116,141,221,121.0,38.0,62.0
małopolskie,gorlicki,2023,301205023000,17,101,195,334,175.0,30.0,129.0
małopolskie,krakowski,2023,301206012000,148,413,604,1136,512.0,163.0,461.0
małopolskie,limanowski,2023,301207032000,25,195,275,536,263.0,39.0,234.0
małopolskie,m. krakow,2023,251261011000,406,1062,1355,1915,1009.0,184.0,722.0
małopolskie,m. nowy sacz,2023,251262011000,28,72,189,304,163.0,45.0,96.0
małopolskie,m. tarnow,2023,251263011000,53,159,345,566,213.0,40.0,313.0
małopolskie,miechowski,2023,301208012000,10,71,91,149,78.0,13.0,58.0
małopolskie,myslenicki,2023,301209013000,50,151,227,347,190.0,25.0,132.0
małopolskie,nowosadecki,2023,301210022000,48,313,430,759,373.0,56.0,330.0
małopolskie,nowotarski,2023,301211032000,36,252,340,699,316.0,82.0,301.0
małopolskie,olkuski,2023,301212032000,35,278,379,669,351.0,78.0,240.0
małopolskie,oswiecimski,2023,301213023000,71,210,314,477,248.0,40.0,189.0
małopolskie,proszowicki,2023,301214012000,10,43,84,129,62.0,14.0,53.0
małopolskie,suski,2023,301215032000,34,97,151,319,130.0,32.0,157.0
małopolskie,tarnowski,2023,301216112000,23,230,368,586,323.0,58.0,205.0
małopolskie,tatrzanski,2023,301217022000,11,52,105,193,118.0,18.0,57.0
małopolskie,wadowicki,2023,301218013000,52,211,322,606,292.0,42.0,272.0
małopolskie,wielicki,2023,301219012000,91,104,361,624,219.0,102.0,303.0
opolskie,brzeski,2023,301601011000,60,121,180,443,222.0,23.0,198.0
opolskie,glubczycki,2023,301602013000,7,76,102,220,93.0,20.0,107.0
opolskie,kluczborski,2023,301604013000,40,108,143,249,116.0,10.0,123.0
opolskie,krapkowicki,2023,301605013000,28,104,153,340,113.0,21.0,206.0
opolskie,kedzierzynsko-kozielski,2023,301603022000,44,118,203,383,162.0,28.0,193.0
opolskie,m. opole,2023,251661011000,25,144,288,336,234.0,29.0,73.0
opolskie,namyslowski,2023,301606012000,25,53,123,239,115.0,19.0,105.0
opolskie,nyski,2023,301607013000,73,236,458,849,320.0,41.0,488.0
opolskie,oleski,2023,301608013000,7,66,89,212,80.0,20.0,112.0
opolskie,opolski,2023,301609012000,45,143,207,438,164.0,41.0,233.0
opolskie,prudnicki,2023,301610013000,19,91,154,351,172.0,30.0,149.0
opolskie,strzelecki,2023,301611012000,25,90,131,251,117.0,23.0,111.0
podkarpackie,bieszczadzki,2023,201801000000,13,35,63,124,70.0,19.0,35.0
podkarpackie,brzozowski,2023,201802000000,17,69,97,185,108.0,20.0,57.0
podkarpackie,debicki,2023,301803023000,24,181,266,526,244.0,48.0,234.0
podkarpackie,jaroslawski,2023,301804032000,17,106,218,243,145.0,17.0,81.0
podkarpackie,jasielski,2023,301805022000,61,300,327,557,297.0,67.0,193.0
podkarpackie,kolbuszowski,2023,301806012000,20,89,183,277,165.0,17.0,95.0
podkarpackie,krosnienski,2023,301807012000,34,251,275,480,244.0,69.0,167.0
podkarpackie,leski,2023,301821012000,12,14,53,84,54.0,8.0,22.0
podkarpackie,lezajski,2023,301808022000,12,129,194,307,174.0,18.0,115.0
podkarpackie,lubaczowski,2023,301809023000,24,53,93,140,81.0,8.0,51.0
podkarpackie,m. krosno,2023,251861011000,30,40,143,138,112.0,14.0,12.0
podkarpackie,m. przemysl,2023,251862011000,18,100,175,358,146.0,27.0,185.0
podkarpackie,m. rzeszow,2023,251863011000,146,234,446,631,301.0,65.0,265.0
podkarpackie,m. tarnobrzeg,2023,251864011000,7,61,124,280,126.0,39.0,115.0
podkarpackie,mielecki,2023,301811022000,93,244,322,810,534.0,70.0,206.0
podkarpackie,nizanski,2023,301812012000,64,321,210,386,197.0,72.0,117.0
podkarpackie,przemyski,2023,301813012000,14,97,144,217,124.0,21.0,72.0
podkarpackie,przeworski,2023,301814022000,25,104,148,254,137.0,36.0,81.0
podkarpackie,ropczycko-sedziszowski,2023,301815012000,18,131,128,192,112.0,20.0,60.0
podkarpackie,rzeszowski,2023,301816023000,53,227,311,614,288.0,80.0,246.0
podkarpackie,sanocki,2023,301817022000,41,142,226,257,120.0,26.0,111.0
podkarpackie,stalowowolski,2023,301818022000,59,157,240,270,157.0,24.0,89.0
podkarpackie,strzyzowski,2023,301819012000,9,71,94,155,81.0,16.0,58.0
podkarpackie,tarnobrzeski,2023,301820013000,8,79,137,236,134.0,22.0,80.0
podkarpackie,lancucki,2023,301810022000,12,147,218,304,180.0,42.0,82.0
podlaskie,augustowski,2023,202001000000,29,182,199,333,167.0,61.0,105.0
podlaskie,bialostocki,2023,202002000000,49,329,505,735,369.0,58.0,308.0
podlaskie,bielski,2023,302003011000,16,213,274,404,228.0,79.0,97.0
podlaskie,grajewski,2023,302004011000,5,149,221,441,197.0,69.0,175.0
podlaskie,hajnowski,2023,302005022000,20,121,121,200,83.0,49.0,68.0
podlaskie,kolnenski,2023,302006022000,12,91,131,325,138.0,67.0,120.0
podlaskie,m. bialystok,2023,252061011000,123,738,1090,1471,733.0,111.0,627.0
podlaskie,m. suwalki,2023,252063011000,14,96,248,142,96.0,9.0,37.0
podlaskie,m. lomza,2023,252062011000,2,18,146,166,122.0,16.0,28.0
podlaskie,moniecki,2023,302008013000,10,79,86,162,76.0,19.0,67.0
podlaskie,sejnenski,2023,302009022000,2,53,82,80,49.0,7.0,24.0
podlaskie,siemiatycki,2023,302010023000,12,174,193,279,147.0,43.0,89.0
podlaskie,sokolski,2023,302011013000,22,133,192,370,134.0,66.0,170.0
podlaskie,suwalski,2023,302012012000,11,77,103,194,94.0,31.0,69.0
podlaskie,wysokomazowiecki,2023,302013023000,8,96,159,269,100.0,37.0,132.0
podlaskie,zambrowski,2023,302014022000,11,129,184,197,118.0,35.0,44.0
podlaskie,lomzynski,2023,302007013000,4,102,127,248,118.0,37.0,93.0
pomorskie,bytowski,2023,302201012000,91,143,205,412,177.0,44.0,191.0
pomorskie,chojnicki,2023,302202023000,17,187,256,420,219.0,36.0,165.0
pomorskie,czluchowski,2023,302203023000,8,131,226,192,136.0,23.0,33.0
pomorskie,gdanski,2023,302204022000,80,127,197,324,128.0,11.0,185.0
pomorskie,kartuski,2023,302205012000,100,172,398,846,327.0,152.0,367.0
pomorskie,koscierski,2023,302206022000,96,136,252,466,170.0,33.0,263.0
pomorskie,kwidzynski,2023,302207022000,36,73,104,192,66.0,12.0,114.0
pomorskie,leborski,2023,302208032000,46,95,213,288,140.0,22.0,126.0
pomorskie,m. gdansk,2023,252261011000,209,1077,1077,1268,781.0,99.0,388.0
pomorskie,m. gdynia,2023,252262011000,66,309,366,525,262.0,51.0,212.0
pomorskie,m. sopot,2023,252264011000,20,66,98,152,83.0,32.0,37.0
pomorskie,m. slupsk,2023,252263011000,76,245,327,283,166.0,18.0,99.0
pomorskie,malborski,2023,302209032000,22,137,248,268,162.0,23.0,83.0
pomorskie,nowodworski,2023,302210011000,20,80,118,160,64.0,8.0,88.0
pomorskie,pucki,2023,302211011000,34,160,212,487,177.0,91.0,219.0
pomorskie,starogardzki,2023,302213042000,69,239,418,658,327.0,77.0,254.0
pomorskie,sztumski,2023,302216013000,28,79,123,208,84.0,31.0,93.0
pomorskie,slupski,2023,302212022000,97,203,291,336,197.0,24.0,115.0
pomorskie,tczewski,2023,302214023000,94,212,271,512,192.0,31.0,289.0
pomorskie,wejherowski,2023,302215042000,88,395,643,1171,531.0,162.0,478.0
warmińsko-mazurskie,bartoszycki,2023,302801011000,22,136,215,473,254.0,31.0,188.0
warmińsko-mazurskie,braniewski,2023,302802011000,14,56,64,110,46.0,15.0,49.0
warmińsko-mazurskie,dzialdowski,2023,302803011000,28,219,240,508,209.0,61.0,238.0
warmińsko-mazurskie,elblaski,2023,302804012000,22,86,142,270,109.0,13.0,148.0
warmińsko-mazurskie,elcki,2023,202805000000,40,272,211,295,189.0,25.0,81.0
warmińsko-mazurskie,gizycki,2023,202806000000,13,85,121,256,168.0,43.0,45.0
warmińsko-mazurskie,goldapski,2023,302818012000,11,79,81,140,70.0,11.0,59.0
warmińsko-mazurskie,ilawski,2023,302807011000,59,241,357,478,214.0,40.0,224.0
warmińsko-mazurskie,ketrzynski,2023,302808022000,14,133,178,286,171.0,42.0,73.0
warmińsko-mazurskie,lidzbarski,2023,302809022000,29,89,118,254,95.0,19.0,140.0
warmińsko-mazurskie,m. elblag,2023,252861011000,35,177,295,362,251.0,21.0,90.0
warmińsko-mazurskie,m. olsztyn,2023,252862011000,58,14,203,266,159.0,16.0,91.0
warmińsko-mazurskie,mragowski,2023,302810023000,9,87,92,147,85.0,5.0,57.0
warmińsko-mazurskie,nidzicki,2023,302811012000,8,56,64,150,54.0,24.0,72.0
warmińsko-mazurskie,nowomiejski,2023,302812022000,12,138,155,189,133.0,13.0,43.0
warmińsko-mazurskie,olecki,2023,302813032000,27,104,133,280,110.0,21.0,149.0
warmińsko-mazurskie,olsztynski,2023,302814013000,60,275,326,420,243.0,40.0,137.0
warmińsko-mazurskie,ostrodzki,2023,302815022000,33,196,250,406,180.0,59.0,167.0
warmińsko-mazurskie,piski,2023,302816013000,14,180,266,330,212.0,49.0,69.0
warmińsko-mazurskie,szczycienski,2023,302817022000,22,59,95,212,68.0,8.0,136.0
warmińsko-mazurskie,wegorzewski,2023,302819012000,20,68,85,120,54.0,21.0,45.0
wielkopolskie,chodzieski,2023,303001022000,74,57,196,383,140.0,60.0,183.0
wielkopolskie,czarnkowsko-trzcianecki,2023,203002000000,166,202,271,517,239.0,128.0,150.0
wielkopolskie,gnieznienski,2023,303003023000,101,250,419,874,367.0,117.0,390.0
wielkopolskie,gostynski,2023,303004013000,41,47,123,223,97.0,43.0,83.0
wielkopolskie,grodziski,2023,303005012000,40,50,88,309,129.0,56.0,124.0
wielkopolskie,jarocinski,2023,303006012000,17,89,180,382,158.0,35.0,189.0
wielkopolskie,kaliski,2023,303007012000,24,50,111,219,106.0,62.0,51.0
wielkopolskie,kolski,2023,303009022000,33,123,199,424,167.0,102.0,155.0
wielkopolskie,koninski,2023,303010013000,67,127,168,326,156.0,74.0,96.0
wielkopolskie,koscianski,2023,303011023000,46,190,294,618,237.0,130.0,251.0
wielkopolskie,krotoszynski,2023,303012023000,49,106,192,342,146.0,41.0,155.0
wielkopolskie,kepinski,2023,303008012000,13,90,124,221,103.0,56.0,62.0
wielkopolskie,leszczynski,2023,303013012000,15,60,106,244,102.0,41.0,101.0
wielkopolskie,m. kalisz,2023,253061011000,30,83,261,327,143.0,47.0,137.0
wielkopolskie,m. konin,2023,253062011000,24,46,260,339,250.0,54.0,35.0
wielkopolskie,m. leszno,2023,253063011000,14,81,147,180,109.0,14.0,57.0
wielkopolskie,m. poznan,2023,253064011000,1301,1301,649,2291,1339.0,347.0,605.0
wielkopolskie,miedzychodzki,2023,303014012000,16,91,110,128,69.0,26.0,33.0
wielkopolskie,nowotomyski,2023,303015012000,47,70,145,213,96.0,18.0,99.0
wielkopolskie,obornicki,2023,203016000000,14,58,164,261,136.0,21.0,104.0
wielkopolskie,ostrowski,2023,303017023000,43,702,796,1280,674.0,294.0,312.0
wielkopolskie,ostrzeszowski,2023,303018012000,47,74,199,381,180.0,57.0,144.0
wielkopolskie,pilski,2023,303019022000,118,222,438,760,303.0,55.0,402.0
wielkopolskie,pleszewski,2023,303020012000,35,67,96,176,77.0,11.0,88.0
wielkopolskie,poznanski,2023,303021033000,233,823,1290,2419,1021.0,451.0,947.0
wielkopolskie,rawicki,2023,303022013000,26,92,117,277,109.0,24.0,144.0
wielkopolskie,szamotulski,2023,303024022000,57,128,201,537,196.0,128.0,213.0
wielkopolskie,slupecki,2023,303023022000,30,60,113,186,64.0,28.0,94.0
wielkopolskie,turecki,2023,303027022000,28,92,138,242,113.0,44.0,85.0
wielkopolskie,wolsztynski,2023,303029012000,41,33,84,247,76.0,65.0,106.0
wielkopolskie,wrzesinski,2023,303030012000,38,46,90,199,86.0,28.0,85.0
wielkopolskie,wagrowiecki,2023,303028022000,27,77,112,340,142.0,70.0,128.0
wielkopolskie,zlotowski,2023,303031023000,42,102,164,341,149.0,69.0,123.0
wielkopolskie,sredzki,2023,303025012000,75,96,164,373,175.0,50.0,148.0
wielkopolskie,sremski,2023,303026012000,60,79,196,459,143.0,35.0,281.0
zachodniopomorskie,bialogardzki,2023,303201011000,26,23,47,67,28.0,2.0,37.0
zachodniopomorskie,choszczenski,2023,303202012000,52,85,105,143,79.0,12.0,52.0
zachodniopomorskie,drawski,2023,303203013000,41,70,105,166,84.0,33.0,49.0
zachodniopomorskie,goleniowski,2023,203204000000,72,174,187,213,129.0,28.0,56.0
zachodniopomorskie,gryficki,2023,303205012000,71,67,161,264,116.0,21.0,127.0
zachodniopomorskie,gryfinski,2023,303206012000,102,171,219,341,180.0,64.0,97.0
zachodniopomorskie,kamienski,2023,303207013000,69,69,110,195,87.0,21.0,87.0
zachodniopomorskie,koszalinski,2023,303209012000,49,71,108,120,77.0,13.0,30.0
zachodniopomorskie,kolobrzeski,2023,303208022000,106,99,205,257,122.0,27.0,108.0
zachodniopomorskie,m. koszalin,2023,253261011000,49,141,195,240,143.0,14.0,83.0
zachodniopomorskie,m. szczecin,2023,253262011000,102,1078,1854,1481,940.0,178.0,363.0
zachodniopomorskie,m. swinoujscie,2023,253263011000,0,10,14,30,9.0,0.0,21.0
zachodniopomorskie,mysliborski,2023,303210013000,67,95,144,259,130.0,42.0,87.0
zachodniopomorskie,policki,2023,303211012000,76,153,253,247,137.0,33.0,77.0
zachodniopomorskie,pyrzycki,2023,303212012000,74,71,93,106,75.0,7.0,24.0
zachodniopomorskie,stargardzki,2023,303214023000,113,409,649,900,498.0,162.0,240.0
zachodniopomorskie,szczecinecki,2023,303215023000,47,89,127,339,115.0,89.0,135.0
zachodniopomorskie,slawienski,2023,303213011000,55,45,67,89,62.0,11.0,16.0
zachodniopomorskie,walecki,2023,303217023000,27,24,28,70,36.0,3.0,31.0
zachodniopomorskie,lobeski,2023,303218013000,54,47,58,129,54.0,18.0,57.0
zachodniopomorskie,swidwinski,2023,303216022000,43,83,131,248,84.0,18.0,146.0
łódzkie,belchatowski,2023,201001000000,81,193,285,471,223.0,37.0,211.0
łódzkie,brzezinski,2023,301021011000,9,37,40,80,34.0,11.0,35.0
łódzkie,kutnowski,2023,301002022000,29,206,320,491,278.0,40.0,173.0
łódzkie,m. piotrkow trybunalski,2023,251062011000,35,153,231,448,202.0,45.0,201.0
łódzkie,m. skierniewice,2023,251063011000,66,66,83,103,74.0,9.0,20.0
łódzkie,m. lodz,2023,251061011000,168,1263,2795,3475,2225.0,317.0,933.0
łódzkie,opoczynski,2023,301007012000,11,73,141,206,131.0,28.0,47.0
łódzkie,pabianicki,2023,301008032000,43,101,205,333,158.0,24.0,151.0
łódzkie,pajeczanski,2023,301009013000,32,49,89,150,82.0,13.0,55.0
łódzkie,piotrkowski,2023,301010012000,38,127,203,318,183.0,24.0,111.0
łódzkie,poddebicki,2023,301011012000,11,29,55,150,78.0,8.0,64.0
łódzkie,radomszczanski,2023,301012022000,77,243,291,567,279.0,135.0,153.0
łódzkie,rawski,2023,301013023000,25,50,93,169,94.0,19.0,56.0
łódzkie,sieradzki,2023,301014023000,72,209,273,440,209.0,38.0,193.0
łódzkie,skierniewicki,2023,301015012000,24,44,95,139,90.0,9.0,40.0
łódzkie,tomaszowski,2023,301016022000,7,128,191,244,181.0,15.0,48.0
łódzkie,wielunski,2023,301017012000,20,64,119,218,104.0,34.0,80.0
łódzkie,wieruszowski,2023,301018012000,27,24,55,102,50.0,11.0,41.0
łódzkie,zdunskowolski,2023,301019023000,12,51,82,93,66.0,2.0,25.0
łódzkie,zgierski,2023,301020043000,60,188,379,486,266.0,37.0,183.0
łódzkie,laski,2023,301003012000,12,56,102,138,97.0,15.0,26.0
łódzkie,lowicki,2023,301005022000,15,87,178,292,147.0,45.0,100.0
łódzkie,lodzki wschodni,2023,301006022000,12,93,127,191,86.0,63.0,42.0
łódzkie,leczycki,2023,301004022000,18,56,83,154,79.0,24.0,51.0
śląskie,bielski,2023,302402022000,62,263,366,765,336.0,49.0,380.0
śląskie,bierunsko-ledzinski,2023,302414011000,34,90,149,269,126.0,16.0,127.0
