woj,pow,rok,keso,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci
opolskie,namyslowski,2018,301606012000,11,48,68,214,116.0,6.0,92.0
opolskie,nyski,2018,301607013000,61,367,457,1270,618.0,144.0,508.0
opolskie,oleski,2018,301608013000,13,56,72,168,94.0,18.0,56.0
opolskie,opolski,2018,301609012000,49,145,169,423,223.0,36.0,164.0
opolskie,prudnicki,2018,301610013000,18,94,93,244,130.0,10.0,104.0
opolskie,strzelecki,2018,301611012000,14,100,74,248,111.0,33.0,104.0
podkarpackie,bieszczadzki,2018,201801000000,5,39,44,131,79.0,5.0,47.0
podkarpackie,brzozowski,2018,201802000000,10,148,140,343,173.0,58.0,112.0
podkarpackie,debicki,2018,301803023000,31,225,260,675,339.0,88.0,248.0
podkarpackie,jaroslawski,2018,301804032000,10,165,186,382,247.0,29.0,106.0
podkarpackie,jasielski,2018,301805022000,24,376,265,331,230.0,36.0,65.0
podkarpackie,kolbuszowski,2018,301806012000,10,172,167,429,235.0,56.0,138.0
podkarpackie,krosnienski,2018,301807012000,26,269,294,467,260.0,80.0,127.0
podkarpackie,leski,2018,301821012000,5,44,55,48,46.0,2.0,0.0
podkarpackie,lezajski,2018,301808022000,7,154,197,385,208.0,39.0,138.0
podkarpackie,lubaczowski,2018,301809023000,6,60,67,91,65.0,5.0,21.0
podkarpackie,m. krosno,2018,251861011000,9,63,99,384,320.0,48.0,16.0
podkarpackie,m. przemysl,2018,251862011000,14,160,153,550,243.0,47.0,260.0
podkarpackie,m. rzeszow,2018,251863011000,118,372,300,576,334.0,54.0,188.0
podkarpackie,m. tarnobrzeg,2018,251864011000,7,93,134,369,159.0,53.0,157.0
podkarpackie,mielecki,2018,301811022000,48,345,314,920,471.0,124.0,325.0
podkarpackie,nizanski,2018,301812012000,25,119,123,320,160.0,32.0,128.0
podkarpackie,przemyski,2018,301813012000,31,100,127,253,114.0,47.0,92.0
podkarpackie,przeworski,2018,301814022000,47,187,178,201,147.0,29.0,25.0
podkarpackie,ropczycko-sedziszowski,2018,301815012000,15,187,183,260,166.0,26.0,68.0
podkarpackie,rzeszowski,2018,301816023000,50,325,331,820,383.0,187.0,250.0
podkarpackie,sanocki,2018,301817022000,30,182,238,570,236.0,178.0,156.0
podkarpackie,stalowowolski,2018,301818022000,47,192,188,346,210.0,51.0,85.0
podkarpackie,strzyzowski,2018,301819012000,51,108,148,98,75.0,15.0,8.0
podkarpackie,tarnobrzeski,2018,301820013000,11,144,149,450,204.0,130.0,116.0
podkarpackie,lancucki,2018,301810022000,13,113,126,236,164.0,21.0,51.0
podlaskie,augustowski,2018,202001000000,26,144,174,501,225.0,176.0,100.0
podlaskie,bialostocki,2018,202002000000,45,305,360,1176,483.0,394.0,299.0
podlaskie,bielski,2018,302003011000,10,85,94,358,145.0,124.0,89.0
podlaskie,grajewski,2018,302004011000,1,166,194,470,209.0,103.0,158.0
podlaskie,hajnowski,2018,302005022000,7,146,139,267,153.0,71.0,43.0
podlaskie,kolnenski,2018,302006022000,7,111,119,404,181.0,130.0,93.0
podlaskie,m. bialystok,2018,252061011000,71,589,624,2273,1103.0,437.0,733.0
podlaskie,m. suwalki,2018,252063011000,12,175,275,99,72.0,21.0,6.0
podlaskie,m. lomza,2018,252062011000,11,34,134,276,234.0,13.0,29.0
podlaskie,moniecki,2018,302008013000,3,136,124,262,154.0,71.0,37.0
podlaskie,sejnenski,2018,302009022000,2,65,71,200,95.0,73.0,32.0
podlaskie,siemiatycki,2018,302010023000,10,161,166,434,208.0,137.0,89.0
podlaskie,sokolski,2018,302011013000,16,254,287,610,313.0,110.0,187.0
podlaskie,suwalski,2018,302012012000,11,88,98,375,155.0,106.0,114.0
podlaskie,wysokomazowiecki,2018,302013023000,2,164,166,375,182.0,142.0,51.0
podlaskie,zambrowski,2018,302014022000,13,153,154,342,163.0,67.0,112.0
podlaskie,lomzynski,2018,302007013000,6,107,125,307,160.0,84.0,63.0
pomorskie,bytowski,2018,302201012000,24,101,111,376,165.0,56.0,155.0
pomorskie,chojnicki,2018,302202023000,27,195,205,610,406.0,94.0,110.0
pomorskie,czluchowski,2018,302203023000,8,84,106,239,145.0,37.0,57.0
pomorskie,gdanski,2018,302204022000,50,131,162,558,206.0,76.0,276.0
pomorskie,kartuski,2018,302205012000,64,98,154,484,257.0,111.0,116.0
pomorskie,koscierski,2018,302206022000,51,95,138,403,176.0,59.0,168.0
pomorskie,kwidzynski,2018,302207022000,27,69,77,352,122.0,137.0,93.0
pomorskie,leborski,2018,302208032000,29,134,141,894,332.0,282.0,280.0
pomorskie,m. gdansk,2018,252261011000,71,368,420,2137,1538.0,327.0,272.0
pomorskie,m. gdynia,2018,252262011000,67,282,316,946,784.0,61.0,101.0
pomorskie,m. sopot,2018,252264011000,22,45,52,185,156.0,13.0,16.0
pomorskie,m. slupsk,2018,252263011000,23,99,126,424,350.0,24.0,50.0
pomorskie,malborski,2018,302209032000,24,185,216,523,203.0,194.0,126.0
pomorskie,nowodworski,2018,302210011000,19,99,107,233,106.0,55.0,72.0
pomorskie,pucki,2018,302211011000,52,134,141,622,215.0,132.0,275.0
pomorskie,starogardzki,2018,302213042000,53,160,191,1161,510.0,107.0,544.0
pomorskie,sztumski,2018,302216013000,25,52,111,148,104.0,13.0,31.0
pomorskie,slupski,2018,302212022000,58,214,209,452,210.0,97.0,145.0
pomorskie,tczewski,2018,302214023000,48,214,205,815,307.0,209.0,299.0
pomorskie,wejherowski,2018,302215042000,81,361,388,1312,516.0,187.0,609.0
warmińsko-mazurskie,bartoszycki,2018,302801011000,11,178,177,352,239.0,50.0,63.0
warmińsko-mazurskie,braniewski,2018,302802011000,3,144,133,317,181.0,30.0,106.0
warmińsko-mazurskie,dzialdowski,2018,302803011000,5,304,236,831,396.0,68.0,367.0
warmińsko-mazurskie,elblaski,2018,302804012000,22,169,169,610,296.0,78.0,236.0
warmińsko-mazurskie,elcki,2018,202805000000,26,307,254,440,229.0,102.0,109.0
warmińsko-mazurskie,gizycki,2018,202806000000,8,80,63,407,201.0,106.0,100.0
warmińsko-mazurskie,goldapski,2018,302818012000,36,98,135,162,104.0,8.0,50.0
warmińsko-mazurskie,ilawski,2018,302807011000,19,202,196,566,316.0,106.0,144.0
warmińsko-mazurskie,ketrzynski,2018,302808022000,11,191,195,519,246.0,134.0,139.0
warmińsko-mazurskie,lidzbarski,2018,302809022000,21,163,111,346,173.0,40.0,133.0
warmińsko-mazurskie,m. elblag,2018,252861011000,49,148,303,2078,760.0,742.0,576.0
warmińsko-mazurskie,m. olsztyn,2018,252862011000,27,234,536,794,436.0,313.0,45.0
warmińsko-mazurskie,mragowski,2018,302810023000,13,88,80,220,131.0,51.0,38.0
warmińsko-mazurskie,nidzicki,2018,302811012000,7,81,69,191,104.0,43.0,44.0
warmińsko-mazurskie,nowomiejski,2018,302812022000,11,261,179,340,215.0,84.0,41.0
warmińsko-mazurskie,olecki,2018,302813032000,21,174,92,355,267.0,54.0,34.0
warmińsko-mazurskie,olsztynski,2018,302814013000,33,276,301,650,348.0,171.0,131.0
warmińsko-mazurskie,ostrodzki,2018,302815022000,30,237,247,647,360.0,71.0,216.0
warmińsko-mazurskie,piski,2018,302816013000,4,317,274,427,238.0,164.0,25.0
warmińsko-mazurskie,szczycienski,2018,302817022000,13,109,119,360,160.0,76.0,124.0
warmińsko-mazurskie,wegorzewski,2018,302819012000,1,45,41,120,54.0,29.0,37.0
wielkopolskie,chodzieski,2018,303001022000,17,59,81,394,138.0,95.0,161.0
wielkopolskie,czarnkowsko-trzcianecki,2018,203002000000,13,130,146,389,194.0,29.0,166.0
wielkopolskie,gnieznienski,2018,303003023000,16,169,185,660,273.0,82.0,305.0
wielkopolskie,gostynski,2018,303004013000,13,75,93,145,62.0,40.0,43.0
wielkopolskie,grodziski,2018,303005012000,26,44,49,189,98.0,34.0,57.0
wielkopolskie,jarocinski,2018,303006012000,18,87,147,368,168.0,50.0,150.0
wielkopolskie,kaliski,2018,303007012000,10,98,93,326,147.0,43.0,136.0
wielkopolskie,kolski,2018,303009022000,11,134,144,411,178.0,70.0,163.0
wielkopolskie,koninski,2018,303010013000,11,150,135,529,212.0,117.0,200.0
wielkopolskie,koscianski,2018,303011023000,27,192,221,558,302.0,77.0,179.0
wielkopolskie,krotoszynski,2018,303012023000,31,81,109,423,191.0,38.0,194.0
wielkopolskie,kepinski,2018,303008012000,12,66,97,246,102.0,35.0,109.0
wielkopolskie,leszczynski,2018,303013012000,12,58,75,217,106.0,37.0,74.0
wielkopolskie,m. kalisz,2018,253061011000,33,90,156,658,294.0,124.0,240.0
wielkopolskie,m. konin,2018,253062011000,21,31,125,387,202.0,24.0,161.0
wielkopolskie,m. leszno,2018,253063011000,0,64,116,186,110.0,20.0,56.0
wielkopolskie,m. poznan,2018,253064011000,165,122,918,2442,1713.0,157.0,572.0
wielkopolskie,miedzychodzki,2018,303014012000,11,73,62,236,112.0,47.0,77.0
wielkopolskie,nowotomyski,2018,303015012000,13,55,72,238,98.0,44.0,96.0
wielkopolskie,obornicki,2018,203016000000,16,39,88,182,87.0,7.0,88.0
wielkopolskie,ostrowski,2018,303017023000,37,359,323,1174,481.0,376.0,317.0
wielkopolskie,ostrzeszowski,2018,303018012000,19,45,46,177,76.0,20.0,81.0
wielkopolskie,pilski,2018,303019022000,19,284,422,614,407.0,59.0,148.0
wielkopolskie,pleszewski,2018,303020012000,9,63,118,296,142.0,11.0,143.0
wielkopolskie,poznanski,2018,303021033000,158,535,736,2336,964.0,514.0,858.0
wielkopolskie,rawicki,2018,303022013000,11,102,94,234,129.0,52.0,53.0
wielkopolskie,szamotulski,2018,303024022000,38,84,118,421,167.0,92.0,162.0
wielkopolskie,slupecki,2018,303023022000,9,94,108,304,125.0,60.0,119.0
wielkopolskie,turecki,2018,303027022000,8,130,161,446,201.0,100.0,145.0
wielkopolskie,wolsztynski,2018,303029012000,11,63,56,240,77.0,77.0,86.0
wielkopolskie,wrzesinski,2018,303030012000,21,76,96,434,182.0,70.0,182.0
wielkopolskie,wagrowiecki,2018,303028022000,45,87,149,603,238.0,109.0,256.0
wielkopolskie,zlotowski,2018,303031023000,8,121,124,422,198.0,32.0,192.0
wielkopolskie,sredzki,2018,303025012000,58,97,82,365,211.0,60.0,94.0
wielkopolskie,sremski,2018,303026012000,29,50,66,316,117.0,14.0,185.0
zachodniopomorskie,bialogardzki,2018,303201011000,10,55,47,280,126.0,68.0,86.0
zachodniopomorskie,choszczenski,2018,303202012000,7,97,138,166,94.0,47.0,25.0
zachodniopomorskie,drawski,2018,303203013000,17,142,199,270,176.0,74.0,20.0
zachodniopomorskie,goleniowski,2018,203204000000,34,84,133,233,95.0,62.0,76.0
zachodniopomorskie,gryficki,2018,303205012000,32,119,151,327,169.0,55.0,103.0
zachodniopomorskie,gryfinski,2018,303206012000,17,205,238,624,271.0,124.0,229.0
zachodniopomorskie,kamienski,2018,303207013000,18,57,69,235,131.0,44.0,60.0
zachodniopomorskie,koszalinski,2018,303209012000,33,76,95,251,101.0,79.0,71.0
zachodniopomorskie,kolobrzeski,2018,303208022000,36,20,37,243,113.0,46.0,84.0
zachodniopomorskie,m. koszalin,2018,253261011000,36,127,183,644,226.0,191.0,227.0
zachodniopomorskie,m. szczecin,2018,253262011000,65,1598,2036,299,159.0,21.0,119.0
zachodniopomorskie,m. swinoujscie,2018,253263011000,9,134,59,77,69.0,7.0,1.0
zachodniopomorskie,mysliborski,2018,303210013000,34,64,64,181,96.0,47.0,38.0
zachodniopomorskie,policki,2018,303211012000,14,63,79,408,331.0,48.0,29.0
zachodniopomorskie,pyrzycki,2018,303212012000,9,46,63,78,32.0,26.0,20.0
zachodniopomorskie,stargardzki,2018,303214023000,35,251,265,696,363.0,131.0,202.0
zachodniopomorskie,szczecinecki,2018,303215023000,42,103,101,517,175.0,152.0,190.0
zachodniopomorskie,slawienski,2018,303213011000,8,60,67,64,48.0,4.0,12.0
zachodniopomorskie,walecki,2018,303217023000,30,128,192,340,180.0,73.0,87.0
zachodniopomorskie,lobeski,2018,303218013000,3,70,101,170,73.0,49.0,48.0
zachodniopomorskie,swidwinski,2018,303216022000,24,152,187,562,185.0,143.0,234.0
łódzkie,belchatowski,2018,201001000000,22,172,183,514,281.0,124.0,109.0
łódzkie,brzezinski,2018,301021011000,3,15,19,86,41.0,27.0,18.0
łódzkie,kutnowski,2018,301002022000,15,221,253,601,375.0,135.0,91.0
łódzkie,m. piotrkow trybunalski,2018,251062011000,41,155,194,12,12.0,0.0,0.0
łódzkie,m. skierniewice,2018,251063011000,6,98,116,422,422.0,0.0,0.0
łódzkie,m. lodz,2018,251061011000,116,1103,1172,1688,1100.0,101.0,487.0
łódzkie,opoczynski,2018,301007012000,47,120,205,649,228.0,239.0,182.0
łódzkie,pabianicki,2018,301008032000,30,117,143,522,260.0,74.0,188.0
łódzkie,pajeczanski,2018,301009013000,7,49,54,100,60.0,19.0,21.0
łódzkie,piotrkowski,2018,301010012000,29,183,211,508,217.0,175.0,116.0
łódzkie,poddebicki,2018,301011012000,7,41,43,124,50.0,36.0,38.0
łódzkie,radomszczanski,2018,301012022000,40,178,160,518,305.0,42.0,171.0
łódzkie,rawski,2018,301013023000,9,68,74,122,76.0,24.0,22.0
łódzkie,sieradzki,2018,301014023000,18,199,232,509,283.0,101.0,125.0
łódzkie,skierniewicki,2018,301015012000,13,62,70,129,85.0,41.0,3.0
łódzkie,tomaszowski,2018,301016022000,10,210,220,749,367.0,156.0,226.0
łódzkie,wielunski,2018,301017012000,19,97,117,537,206.0,163.0,168.0
łódzkie,wieruszowski,2018,301018012000,15,50,55,149,73.0,51.0,25.0
łódzkie,zdunskowolski,2018,301019023000,20,97,73,258,184.0,52.0,22.0
łódzkie,zgierski,2018,301020043000,32,228,264,923,604.0,225.0,94.0
łódzkie,laski,2018,301003012000,7,31,47,73,50.0,13.0,10.0
łódzkie,lowicki,2018,301005022000,14,112,121,342,202.0,83.0,57.0
łódzkie,lodzki wschodni,2018,301006022000,11,82,114,114,73.0,18.0,23.0
łódzkie,leczycki,2018,301004022000,14,66,83,281,117.0,88.0,76.0
śląskie,bielski,2018,302402022000,25,221,270,858,471.0,108.0,279.0
śląskie,bierunsko-ledzinski,2018,302414011000,23,77,75,273,134.0,13.0,126.0
śląskie,bedzinski,2018,302401011000,93,174,260,1318,840.0,62.0,416.0
śląskie,cieszynski,2018,302403042000,86,251,314,901,445.0,84.0,372.0
śląskie,czestochowski,2018,302404013000,18,196,178,465,255.0,34.0,176.0
śląskie,gliwicki,2018,302405032000,28,167,152,702,337.0,29.0,336.0
śląskie,klobucki,2018,302406013000,16,176,152,393,199.0,37.0,157.0
śląskie,lubliniecki,2018,302407022000,23,74,89,261,171.0,10.0,80.0
śląskie,m. bielsko-biala,2018,252461011000,123,142,267,1149,580.0,55.0,514.0
śląskie,m. bytom,2018,252462011000,34,204,272,1006,438.0,16.0,552.0
śląskie,m. chorzow,2018,252463011000,16,106,151,539,211.0,16.0,312.0
śląskie,m. czestochowa,2018,252464011000,10,202,414,1339,655.0,372.0,312.0
śląskie,m. dabrowa gornicza,2018,252465011000,28,162,169,271,128.0,16.0,127.0
śląskie,m. gliwice,2018,252466011000,0,114,251,827,396.0,50.0,381.0
śląskie,m. jastrzebie-zdroj,2018,252467011000,33,340,252,819,392.0,61.0,366.0
śląskie,m. jaworzno,2018,252468011000,33,151,160,201,161.0,19.0,21.0
śląskie,m. katowice,2018,252469011000,91,116,316,1358,862.0,130.0,366.0
śląskie,m. myslowice,2018,252470011000,8,184,227,790,403.0,109.0,278.0
śląskie,m. piekary slaskie,2018,252471011000,29,88,88,413,168.0,25.0,220.0
śląskie,m. ruda slaska,2018,252472011000,86,101,151,671,237.0,20.0,414.0
śląskie,m. rybnik,2018,252473011000,91,337,287,646,279.0,39.0,328.0
śląskie,m. siemianowice slaskie,2018,252474011000,12,7,78,293,149.0,16.0,128.0
śląskie,m. sosnowiec,2018,252475011000,23,227,267,1022,485.0,168.0,369.0
śląskie,m. tychy,2018,252477011000,27,82,287,947,438.0,80.0,429.0
śląskie,m. zabrze,2018,252478011000,95,271,237,746,343.0,47.0,356.0
śląskie,m. swietochlowice,2018,252476011000,20,45,82,497,298.0,48.0,151.0
śląskie,m. zory,2018,252479011000,16,119,124,391,195.0,18.0,178.0
śląskie,mikolowski,2018,302408011000,37,122,168,528,235.0,35.0,258.0
śląskie,myszkowski,2018,302409023000,19,130,160,371,192.0,25.0,154.0
śląskie,pszczynski,2018,302410012000,41,170,230,311,202.0,31.0,78.0
śląskie,raciborski,2018,302411022000,40,198,204,506,238.0,44.0,224.0
śląskie,rybnicki,2018,302412013000,44,142,120,357,170.0,19.0,168.0
śląskie,tarnogorski,2018,302413011000,30,177,191,644,278.0,33.0,333.0
śląskie,wodzislawski,2018,302415052000,71,279,301,917,449.0,55.0,413.0
śląskie,zawiercianski,2018,302416032000,28,189,208,564,308.0,37.0,219.0
śląskie,zywiecki,2018,302417022000,29,345,358,868,500.0,74.0,294.0
świętokrzyskie,buski,2018,202601000000,9,144,198,300,163.0,83.0,54.0
świętokrzyskie,jedrzejowski,2018,302602012000,118,208,200,437,288.0,64.0,85.0
świętokrzyskie,kazimierski,2018,302603012000,9,139,105,184,130.0,18.0,36.0
świętokrzyskie,kielecki,2018,302604012000,161,450,595,1505,685.0,450.0,370.0
świętokrzyskie,konecki,2018,302605012000,36,200,220,584,253.0,232.0,99.0
świętokrzyskie,m. kielce,2018,252661011000,26,289,548,519,375.0,72.0,72.0
świętokrzyskie,opatowski,2018,302606012000,4,95,99,245,121.0,74.0,50.0
świętokrzyskie,ostrowiecki,2018,302607022000,24,206,246,251,118.0,82.0,51.0
świętokrzyskie,pinczowski,2018,302608013000,0,104,114,180,138.0,42.0,0.0
świętokrzyskie,sandomierski,2018,302609022000,7,197,210,166,134.0,21.0,11.0
świętokrzyskie,skarzyski,2018,302610022000,26,75,201,350,257.0,56.0,37.0
świętokrzyskie,starachowicki,2018,302611022000,11,80,184,360,149.0,88.0,123.0
świętokrzyskie,staszowski,2018,302612012000,5,142,146,388,215.0,123.0,50.0
świętokrzyskie,wloszczowski,2018,302613012000,28,147,139,264,118.0,45.0,101.0
dolnośląskie,boleslawiecki,2017,300201011000,66,255,260,625,306.0,199.0,120.0
dolnośląskie,dzierzoniowski,2017,300202011000,41,156,246,820,500.0,107.0,213.0
dolnośląskie,gorowski,2017,300204013000,12,71,66,80,64.0,6.0,10.0
dolnośląskie,glogowski,2017,200203000000,36,188,196,489,260.0,22.0,207.0
dolnośląskie,jaworski,2017,300205023000,10,99,138,338,182.0,94.0,62.0
dolnośląskie,kamiennogorski,2017,300207011000,14,106,111,248,124.0,13.0,111.0
dolnośląskie,karkonoski,2017,300206052000,43,98,126,284,158.0,70.0,56.0
dolnośląskie,klodzki,2017,300208063000,73,219,212,726,346.0,116.0,264.0
dolnośląskie,legnicki,2017,300209011000,7,57,66,250,103.0,34.0,113.0
dolnośląskie,lubanski,2017,300210033000,3,51,66,314,170.0,71.0,73.0
dolnośląskie,lubinski,2017,300211011000,82,257,335,1550,595.0,444.0,511.0
dolnośląskie,lwowecki,2017,300212013000,12,102,130,345,190.0,59.0,96.0
dolnośląskie,m. jelenia gora,2017,250261011000,58,125,289,97,85.0,2.0,10.0
dolnośląskie,m. legnica,2017,250262011000,0,70,192,31,25.0,6.0,0.0
dolnośląskie,m. walbrzych,2017,250265011000,72,294,305,1599,614.0,493.0,492.0
dolnośląskie,m. wroclaw,2017,250264011000,168,694,902,7041,3565.0,1970.0,1506.0
dolnośląskie,milicki,2017,300213012000,10,74,71,208,119.0,30.0,59.0
dolnośląskie,olesnicki,2017,300214023000,48,108,106,338,156.0,47.0,135.0
dolnośląskie,olawski,2017,300215022000,20,78,90,322,113.0,110.0,99.0
dolnośląskie,polkowicki,2017,300216013000,30,115,102,592,336.0,87.0,169.0
dolnośląskie,strzelinski,2017,300217012000,1,57,86,395,155.0,133.0,107.0
dolnośląskie,trzebnicki,2017,300220013000,16,151,152,414,197.0,48.0,169.0
dolnośląskie,walbrzyski,2017,300221011000,34,72,103,267,135.0,57.0,75.0
dolnośląskie,wolowski,2017,300222013000,13,89,74,244,100.0,58.0,86.0
dolnośląskie,wroclawski,2017,300223012000,54,192,236,558,287.0,58.0,213.0
dolnośląskie,zgorzelecki,2017,300225033000,27,109,140,1225,668.0,177.0,380.0
dolnośląskie,zabkowicki,2017,300224013000,4,157,126,263,147.0,75.0,41.0
dolnośląskie,zlotoryjski,2017,300226032000,7,90,125,335,175.0,75.0,85.0
dolnośląskie,sredzki,2017,300218012000,9,46,53,338,141.0,72.0,125.0
dolnośląskie,swidnicki,2017,300219032000,68,372,438,1391,667.0,330.0,394.0
kujawsko - pomorskie,aleksandrowski,2017,200401000000,10,80,83,127,53.0,29.0,45.0
kujawsko - pomorskie,brodnicki,2017,300402022000,11,84,108,289,116.0,85.0,88.0
kujawsko - pomorskie,bydgoski,2017,300403012000,50,236,231,677,313.0,150.0,214.0
kujawsko - pomorskie,chelminski,2017,200404000000,16,96,120,107,51.0,30.0,26.0
kujawsko - pomorskie,golubsko-dobrzynski,2017,300405022000,16,100,120,221,130.0,7.0,84.0
kujawsko - pomorskie,grudziadzki,2017,300406012000,11,95,77,142,61.0,34.0,47.0
kujawsko - pomorskie,inowroclawski,2017,300407022000,42,256,286,978,542.0,183.0,253.0
kujawsko - pomorskie,lipnowski,2017,300408022000,5,216,200,340,196.0,25.0,119.0
kujawsko - pomorskie,m. bydgoszcz,2017,250461011000,28,529,541,1412,734.0,246.0,432.0
kujawsko - pomorskie,m. grudziadz,2017,250462011000,31,117,206,709,287.0,35.0,387.0
kujawsko - pomorskie,m. torun,2017,250463011000,16,217,217,455,368.0,74.0,13.0
kujawsko - pomorskie,m. wloclawek,2017,250464011000,66,243,343,92,70.0,10.0,12.0
kujawsko - pomorskie,mogilenski,2017,300409012000,7,60,98,91,75.0,6.0,10.0
kujawsko - pomorskie,nakielski,2017,300410013000,29,247,237,347,231.0,53.0,63.0
kujawsko - pomorskie,radziejowski,2017,300411022000,4,86,77,156,87.0,25.0,44.0
kujawsko - pomorskie,rypinski,2017,300412022000,3,59,85,129,74.0,6.0,49.0
kujawsko - pomorskie,sepolenski,2017,300413013000,27,151,122,191,115.0,21.0,55.0
kujawsko - pomorskie,torunski,2017,300415011000,21,118,113,202,124.0,37.0,41.0
kujawsko - pomorskie,tucholski,2017,300416012000,15,58,59,218,82.0,70.0,66.0
kujawsko - pomorskie,wabrzeski,2017,300417022000,11,56,78,159,70.0,42.0,47.0
kujawsko - pomorskie,wloclawski,2017,300418022000,9,113,137,221,124.0,54.0,43.0
kujawsko - pomorskie,swiecki,2017,300414012000,40,177,178,263,108.0,83.0,72.0
kujawsko - pomorskie,zninski,2017,300419013000,30,189,212,470,263.0,55.0,152.0
lubelskie,bialski,2017,200601000000,32,255,316,759,412.0,66.0,281.0
lubelskie,bilgorajski,2017,300602022000,18,223,229,617,317.0,78.0,222.0
lubelskie,hrubieszowski,2017,300604022000,23,142,238,448,294.0,59.0,95.0
lubelskie,janowski,2017,300605012000,7,91,106,311,153.0,33.0,125.0
lubelskie,krasnostawski,2017,300606022000,7,111,170,387,214.0,45.0,128.0
lubelskie,krasnicki,2017,300607023000,9,186,246,593,374.0,116.0,103.0
lubelskie,lubartowski,2017,300608022000,39,190,231,655,330.0,47.0,278.0
lubelskie,lubelski,2017,300609013000,63,342,359,968,574.0,78.0,316.0
lubelskie,m. biala podlaska,2017,250661011000,9,94,120,429,242.0,29.0,158.0
lubelskie,m. chelm,2017,250662011000,9,162,172,275,197.0,26.0,52.0
lubelskie,m. lublin,2017,250663011000,144,586,524,1817,854.0,116.0,847.0
lubelskie,m. zamosc,2017,250664011000,27,50,118,164,119.0,19.0,26.0
lubelskie,opolski,2017,300612012000,31,134,167,449,226.0,42.0,181.0
lubelskie,parczewski,2017,300613012000,23,92,122,300,149.0,28.0,123.0
lubelskie,pulawski,2017,300614022000,63,259,277,617,373.0,79.0,165.0
lubelskie,radzynski,2017,300615022000,16,170,197,286,199.0,29.0,58.0
lubelskie,rycki,2017,300616011000,16,124,153,341,177.0,36.0,128.0
lubelskie,tomaszowski,2017,300618022000,21,186,219,493,271.0,48.0,174.0
lubelskie,wlodawski,2017,300619022000,10,106,105,241,174.0,30.0,37.0
lubelskie,zamojski,2017,300620012000,20,178,177,403,240.0,39.0,124.0
lubelskie,lukowski,2017,300611032000,5,301,323,915,511.0,82.0,322.0
lubelskie,leczynski,2017,300610012000,30,115,137,327,203.0,36.0,88.0
lubelskie,swidnicki,2017,300617022000,31,139,178,381,233.0,29.0,119.0
lubelskie,chelmski,2017,300603022000,31,198,277,656,381.0,56.0,219.0
lubuskie,gorzowski,2017,300801022000,28,78,112,206,90.0,31.0,85.0
lubuskie,krosnienski,2017,300802022000,17,79,103,325,134.0,93.0,98.0
lubuskie,m. gorzow wielkopolski,2017,250861011000,32,216,190,234,172.0,16.0,46.0
lubuskie,m. zielona gora,2017,250862011000,76,268,379,705,487.0,69.0,149.0
lubuskie,miedzyrzecki,2017,300803012000,27,84,146,430,312.0,46.0,72.0
lubuskie,nowosolski,2017,300804023000,206,327,358,469,336.0,74.0,59.0
lubuskie,strzelecko-drezdenecki,2017,300806013000,14,79,93,245,131.0,53.0,61.0
lubuskie,sulecinski,2017,300807012000,17,23,57,54,26.0,12.0,16.0
lubuskie,slubicki,2017,300805013000,4,90,78,119,72.0,26.0,21.0
lubuskie,wschowski,2017,300812013000,10,91,144,437,169.0,132.0,136.0
lubuskie,zielonogorski,2017,300809013000,14,140,139,232,141.0,32.0,59.0
lubuskie,swiebodzinski,2017,300808012000,25,107,128,284,109.0,90.0,85.0
lubuskie,zaganski,2017,300810032000,22,179,214,440,190.0,127.0,123.0
lubuskie,zarski,2017,300811032000,32,82,122,472,309.0,94.0,69.0
mazowieckie,bialobrzeski,2017,301401013000,4,66,81,136,82.0,30.0,24.0
mazowieckie,ciechanowski,2017,201402000000,27,123,152,282,169.0,9.0,104.0
mazowieckie,garwolinski,2017,301403032000,15,307,418,903,511.0,135.0,257.0
mazowieckie,gostyninski,2017,301404011000,5,76,82,179,95.0,19.0,65.0
mazowieckie,grodziski,2017,301405032000,26,100,116,397,304.0,45.0,48.0
mazowieckie,grojecki,2017,301406012000,10,126,179,366,272.0,47.0,47.0
mazowieckie,kozienicki,2017,301407032000,5,72,112,244,153.0,84.0,7.0
mazowieckie,legionowski,2017,301408022000,22,113,147,570,326.0,170.0,74.0
mazowieckie,lipski,2017,301409012000,5,67,83,192,161.0,10.0,21.0
mazowieckie,m. ostroleka,2017,251461011000,18,80,91,269,240.0,5.0,24.0
mazowieckie,m. plock,2017,251462011000,47,239,235,435,384.0,31.0,20.0
mazowieckie,m. radom,2017,251463011000,90,427,524,4023,3008.0,570.0,445.0
mazowieckie,m. siedlce,2017,251464011000,14,59,118,1042,426.0,361.0,255.0
mazowieckie,m. st. warszawa,2017,251465011000,357,1212,2492,8377,5412.0,1071.0,1894.0
mazowieckie,makowski,2017,301411022000,2,98,94,193,148.0,12.0,33.0
mazowieckie,minski,2017,301412042000,43,174,310,618,399.0,43.0,176.0
mazowieckie,mlawski,2017,301413022000,13,121,168,406,286.0,31.0,89.0
mazowieckie,nowodworski,2017,301414022000,17,186,210,409,290.0,56.0,63.0
mazowieckie,ostrowski,2017,301416022000,2,116,136,273,212.0,16.0,45.0
mazowieckie,ostrolecki,2017,301415012000,34,114,131,234,206.0,15.0,13.0
mazowieckie,otwocki,2017,301417032000,17,139,204,460,322.0,63.0,75.0
