woj,pow,rok,kod,odsetek_ogol,odsetek_kobiety,odsetek_mezczyzni,odsetek_dzieci,liczba_ludnosci,liczba_ludnosci_mezczyzni,liczba_ludnosci_kobiety,liczba_dzieci
mazowieckie,sochaczewski,2021,1428000,0.30360984939038965,0.4563445867287544,0.09582309582309582,0.10593810984109284,83660,40700,42950,17935
mazowieckie,sokolowski,2021,1429000,0.31904482286161673,0.5159038013964313,0.05926511260371395,0.14551804423748546,51090,25310,25780,10308
mazowieckie,szydlowiecki,2021,1430000,0.2999210734017364,0.3614457831325301,0.1427061310782241,0.22675736961451248,38010,18920,19090,7938
mazowieckie,warszawski zachodni,2021,1432000,0.1550741163055872,0.16349977905435262,0.03612943763744895,0.22058360118484907,131550,63660,67890,31734
mazowieckie,wolominski,2021,1434000,0.2731371969248965,0.3214695752009185,0.05792682926829268,0.31703900317039,270560,131200,139360,67815
mazowieckie,wyszkowski,2021,1435000,0.32967032967032966,0.4250739843960183,0.08210180623973727,0.32267527134056906,73710,36540,37170,17045
mazowieckie,wegrowski,2021,1433000,0.4883498244494095,0.5405405405405406,0.2916666666666667,0.33136966126656847,62660,31200,31450,13580
mazowieckie,zwolenski,2021,1436000,0.35991937805931473,0.47045324153757884,0.1676300578034682,0.1892147587511826,34730,17300,17430,7399
mazowieckie,losicki,2021,1410000,0.4633730834752981,0.48299319727891155,0.15027322404371585,0.6965818888708893,29350,14640,14700,6173
mazowieckie,zurominski,2021,1437000,0.28917653538969984,0.31504617055947853,0.23463687150837986,0.0654364611961785,36310,17900,18410,7641
mazowieckie,zyrardowski,2021,1438000,0.26716042851474675,0.31051158055484857,0.03303055326176713,0.42643923240938164,75610,36330,39290,15946
małopolskie,bochenski,2021,1201000,0.37387556221889057,0.3943714127013516,0.08159392789373815,0.5663814955640051,106720,52700,54010,25248
małopolskie,brzeski,2021,1202000,0.37721491466463747,0.5297157622739018,0.050493962678375415,0.3774863282195228,91990,45550,46440,20663
małopolskie,chrzanowski,2021,1203000,0.346341867594664,0.41773367477592827,0.06355204397114393,0.5388172960352027,120690,58220,62480,22271
małopolskie,dabrowski,2021,1204000,0.267287463355751,0.32876712328767127,0.09027777777777778,0.2763819095477387,57990,28800,29200,11940
małopolskie,gorlicki,2021,1205000,0.35566428302596914,0.3964265773310999,0.04757373929590866,0.5943284088979454,106280,52550,53730,23556
małopolskie,krakowski,2021,1206000,0.3186743148502231,0.3594706695634999,0.05744768157570784,0.46167385627515756,298110,146220,151890,69313
małopolskie,limanowski,2021,1207000,0.3411254092743471,0.3499163243572189,0.08382868465172992,0.46959177206073005,131330,65610,65730,34711
małopolskie,m. krakow,2021,1261000,0.17207007401131352,0.20197769829581316,0.04081959340483432,0.2597384063193498,802580,374820,427770,140141
małopolskie,m. nowy sacz,2021,1262000,0.45443319338108173,0.319375443577005,0.10074916042366314,1.1425879027033394,80980,38710,42270,16979
małopolskie,m. tarnow,2021,1263000,0.4342443576802209,0.37583168494875024,0.07893139040680025,1.1655926029700197,105010,49410,55610,17845
małopolskie,miechowski,2021,1208000,0.5533262935586062,0.5481727574750831,0.15470562956596476,1.0185285513056668,47350,23270,24080,9229
małopolskie,myslenicki,2021,1209000,0.2766850350493473,0.2846256254877657,0.029668956901936293,0.48589939024390244,129389,64040,65349,31488
małopolskie,nowosadecki,2021,1210000,0.310723935525948,0.3248259860788863,0.03554391544289589,0.5010415918396667,214660,106910,107750,55684
małopolskie,nowotarski,2021,1211000,0.39741365715186877,0.4027121430039038,0.09903121636167923,0.6234814101682483,190230,92900,97340,43626
małopolskie,olkuski,2021,1212000,0.46537498841197733,0.468384074941452,0.08785332314744079,0.9639028228582669,107870,52360,55510,20334
małopolskie,oswiecimski,2021,1213000,0.3175977095678807,0.3541424324673646,0.0755183303583688,0.49107439113411644,150190,72830,77370,30138
małopolskie,proszowicki,2021,1214000,0.3033866415804327,0.26010218300046445,0.04287756074321105,0.743321718931475,42520,20990,21530,8610
małopolskie,suski,2021,1215000,0.42182429996394666,0.42032771313227263,0.07783994162004379,0.7563651858953873,83210,41110,42110,18774
małopolskie,tarnowski,2021,1216000,0.31710765501918803,0.3330658105939005,0.03355363497712252,0.5977001045407027,198040,98350,99680,44002
małopolskie,tatrzanski,2021,1217000,0.17991004497751123,0.21751740139211137,0.04965859714463067,0.20240089335566724,66700,32220,34480,14328
małopolskie,wadowicki,2021,1218000,0.348859255514125,0.3388357949609036,0.04506824620139068,0.6863572433192686,158230,77660,80570,35550
małopolskie,wielicki,2021,1219000,0.317912894718084,0.31075027995520715,0.0392156862745098,0.5774078199191043,140290,68850,71440,34118
opolskie,brzeski,2021,1601000,0.4478295727866224,0.390625,0.14111006585136407,0.9169997648718552,87310,42520,44800,17012
opolskie,glubczycki,2021,1602000,0.593900481540931,0.49165539016689214,0.23320895522388058,1.2913223140495869,43610,21440,22170,7744
opolskie,kluczborski,2021,1604000,0.1941903386294335,0.23547880690737832,0.08207485226526592,0.189428107523002,62310,30460,31850,11086
opolskie,krapkowicki,2021,1605000,0.44798407167745147,0.4166666666666667,0.061919504643962855,1.108385572817298,60270,29070,31200,11007
opolskie,kedzierzynsko-kozielski,2021,1603000,0.7103887247101615,0.5225185832968955,0.46638257575757575,1.2396694214876034,87980,42240,45740,15246
opolskie,m. opole,2021,1661000,0.4346111374033759,0.6207407407407407,0.10290148448043185,0.31997836765965115,126780,59280,67500,22189
opolskie,namyslowski,2021,1606000,0.5307855626326964,0.4018475750577367,0.07710843373493975,1.4149849222918116,42390,20750,21650,8622
opolskie,nyski,2021,1607000,0.5721069158305889,0.6237903826112847,0.1719514118946206,0.951387983839437,130570,63390,67170,23019
opolskie,oleski,2021,1608000,0.46327683615819215,0.36804026423403585,0.1856763925729443,0.9904430929626411,61950,30160,31790,11510
opolskie,opolski,2021,1609000,0.25749296241099523,0.250282577103181,0.04588715159755269,0.5610891218302814,120780,58840,61930,22991
opolskie,prudnicki,2021,1610000,0.5217060167555218,0.45571481073134873,0.07902015013828526,1.3191273465246067,52520,25310,27210,9855
opolskie,strzelecki,2021,1611000,0.34530578283178476,0.37147505422993493,0.05393130854385467,0.6870059836005024,72110,35230,36880,13537
podkarpackie,bieszczadzki,2021,1801000,0.42502387774594075,0.42293233082706766,0.15533980582524273,0.6859382655560999,20940,10300,10640,4082
podkarpackie,brzozowski,2021,1802000,0.3676470588235294,0.42336217552533995,0.07923930269413629,0.5209448369371299,63920,31550,32360,14013
podkarpackie,debicki,2021,1803000,0.4102602565064127,0.391401037805782,0.11686143572621034,0.7067380266227529,133330,65890,67450,29148
podkarpackie,jaroslawski,2021,1804000,0.214493249017262,0.30712735770322147,0.05253020486779899,0.1539421676721448,117020,57110,59910,24035
podkarpackie,jasielski,2021,1805000,0.398402758871041,0.5302624531333691,0.11443337024732374,0.3644979041370512,110190,54180,56010,21948
podkarpackie,kolbuszowski,2021,1806000,0.5440961507227546,0.6144890038809833,0.13376835236541598,0.7901534721166996,61570,30650,30920,13162
podkarpackie,krosnienski,2021,1807000,0.3566542004925659,0.4383758533956162,0.09264406151565684,0.41290652136897665,109630,53970,55660,23492
podkarpackie,leski,2021,1821000,0.38910505836575876,0.49884881043745205,0.12628255722178372,0.38665038665038665,25700,12670,13030,4914
podkarpackie,lezajski,2021,1808000,0.44780545670225386,0.48358733880422045,0.14105642256902762,0.6397043144502097,67440,33320,34120,14069
podkarpackie,lubaczowski,2021,1809000,0.31290987446130786,0.39806547619047616,0.04905660377358491,0.4445285160314007,53370,26500,26880,10573
podkarpackie,m. krosno,2021,1861000,0.3043186395166704,0.4778012684989429,0.07129277566539924,0.0974184120798831,44690,21040,23650,8212
podkarpackie,m. przemysl,2021,1862000,0.5680041688379365,0.46966731898238745,0.03716090672612412,1.712871287128713,57570,26910,30660,10100
podkarpackie,m. rzeszow,2021,1863000,0.2861944288842491,0.3163205899476033,0.05144143178651806,0.465646207955615,196370,93310,103060,40374
podkarpackie,m. tarnobrzeg,2021,1864000,0.7006512463507747,0.5267665952890793,0.20302171860245516,1.9017845512570013,44530,21180,23350,7677
podkarpackie,mielecki,2021,1811000,0.4606985266621793,0.4946268217282497,0.130718954248366,0.6770197173268191,133710,65790,67930,28655
podkarpackie,nizanski,2021,1812000,0.6549743908117337,0.5356596265687175,0.3117128463476071,1.1623340925155108,64430,31760,32670,12733
podkarpackie,przemyski,2021,1813000,0.2913298020630053,0.3178143295232785,0.05575689991636465,0.4840895888465759,71740,35870,35870,15493
podkarpackie,przeworski,2021,1814000,0.3599476439790576,0.463082068433239,0.08260058619770849,0.3944530046224961,76400,37530,38870,16225
podkarpackie,ropczycko-sedziszowski,2021,1815000,0.24304617877396706,0.3472222222222222,0.06279006279006279,0.15653988868274582,74060,36630,37440,17248
podkarpackie,rzeszowski,2021,1816000,0.40266912103083297,0.40660592255125283,0.1115630447414294,0.6035283194057568,173840,86050,87800,40926
podkarpackie,sanocki,2021,1817000,0.5268947310526895,0.5568694904321652,0.11261261261261261,0.9268345872860103,90910,44400,46510,18342
podkarpackie,stalowowolski,2021,1818000,0.34661198984573327,0.4043280182232346,0.08443908323281062,0.5189682910374176,102420,49740,52680,19269
podkarpackie,strzyzowski,2021,1819000,0.30075187969924816,0.424684804246848,0.043756311006395154,0.3145414952818776,59850,29710,30140,12399
podkarpackie,tarnobrzeski,2021,1820000,0.5300970873786408,0.5638095238095238,0.23357086302454474,0.6489037459443516,51500,25260,26250,10171
podkarpackie,lancucki,2021,1810000,0.3353960396039604,0.44612384202827887,0.09301156359979888,0.27896291434197573,80800,39780,41020,18282
podlaskie,augustowski,2021,2001000,0.8877237389260532,0.7953340402969247,0.2886750555144338,1.7114246700045517,55310,27020,28290,10985
podlaskie,bialostocki,2021,2002000,0.3759592442122912,0.43256997455470736,0.133385641428011,0.41019375109094086,155070,76470,78600,34374
podlaskie,bielski,2021,2003000,0.6562439683458792,0.7648401826484018,0.2505873140172279,0.7531632858003615,51810,25540,26280,9958
podlaskie,grajewski,2021,2004000,0.8587870739265162,0.8092738407699038,0.2060931899641577,1.6805823164204667,45180,22320,22860,9342
podlaskie,hajnowski,2021,2005000,0.5197401299350325,0.6853281853281853,0.15025906735751296,0.5545563549160671,40020,19300,20720,6672
podlaskie,kolnenski,2021,2006000,1.0127282789153293,0.8226792662590329,0.5234159779614325,1.6226912928759896,36140,18150,17990,7580
podlaskie,m. bialystok,2021,2061000,0.5609897413176101,0.527599486521181,0.06612891504977836,1.2966337054005765,293410,137610,155800,56531
podlaskie,m. suwalki,2021,2063000,0.22515979081929113,0.289532293986637,0.015188335358444714,0.3197553176699569,68840,32920,35920,14386
podlaskie,m. lomza,2021,2062000,0.23482718703489333,0.3438485804416404,0.05908932916232186,0.13756340813343648,60470,28770,31700,11631
podlaskie,moniecki,2021,2008000,0.3751311647429171,0.3854166666666667,0.16904384574749076,0.504774897680764,38120,18930,19200,7330
podlaskie,sejnenski,2021,2009000,0.4844655081621906,0.5543933054393306,0.24390243902439024,0.4460551993309172,18990,9430,9560,3587
podlaskie,siemiatycki,2021,2010000,0.4800768122899664,0.6588235294117647,0.1567858892699657,0.36949063077329114,41660,20410,21250,7578
podlaskie,sokolski,2021,2011000,0.6976744186046512,0.7929515418502203,0.21942562116811876,0.9899328859060403,62780,30990,31780,11920
podlaskie,suwalski,2021,2012000,0.5711825487944892,0.7348618459729571,0.1962983735277622,0.4907512268780672,34840,17830,17010,7947
podlaskie,wysokomazowiecki,2021,2013000,0.40117776959882223,0.42576823398741204,0.14635931211123307,0.5445587345492264,54340,27330,27010,11569
podlaskie,zambrowski,2021,2014000,0.38489122639254125,0.40360873694207033,0.12999518536350507,0.5743084857008908,41830,20770,21060,8532
podlaskie,lomzynski,2021,2007000,0.39671408535363656,0.4694455685957102,0.1705672352241174,0.35252643948296125,49910,25210,24710,11063
pomorskie,bytowski,2021,2201000,0.5013638134822704,0.37325038880248834,0.16141629783910438,0.9892284018465597,76990,38410,38580,18196
pomorskie,chojnicki,2021,2202000,0.5646668050653934,0.5975035809289952,0.09269012007583738,0.9109223088376982,96340,47470,48870,22834
pomorskie,czluchowski,2021,2203000,0.517433234421365,0.6986100950987564,0.23325808878856283,0.22442813983599483,53920,26580,27340,11585
pomorskie,gdanski,2021,2204000,0.3395638629283489,0.28852056476365867,0.06799493991144845,0.6334981458590853,128400,63240,65160,32360
pomorskie,kartuski,2021,2205000,0.49599465954606137,0.40922420687816585,0.20593741642150307,0.6466999954134752,149800,74780,75020,43606
pomorskie,koscierski,2021,2206000,0.626902850816496,0.5583195135433942,0.10532150776053216,1.1731012832516385,72260,36080,36180,18157
pomorskie,kwidzynski,2021,2207000,0.3776845223401629,0.41961454013173943,0.08741258741258741,0.5459659184911487,81020,40040,40990,18133
pomorskie,leborski,2021,2208000,0.3898392303014237,0.5044328951391012,0.07956715467854869,0.42128914478303614,64129,31420,32710,14242
pomorskie,m. gdansk,2021,2261000,0.23690542291319636,0.35265172225259706,0.02171929976977542,0.22634212920837124,486270,230210,256060,87920
pomorskie,m. gdynia,2021,2262000,0.3257315677619748,0.21526116811974383,0.2320326757625793,0.5845774041036869,244680,115070,129610,42937
pomorskie,m. sopot,2021,2264000,0.369578497251069,0.4443194600674915,0.1537433155080214,0.40798797509126045,32740,14960,17780,4657
pomorskie,m. slupsk,2021,2263000,0.25252525252525254,0.2905100064557779,0.03690036900369004,0.47163455059964965,87120,40650,46470,14842
pomorskie,malborski,2021,2209000,0.6856677524429967,0.9243964421855146,0.1670564650851988,0.632211158526948,61400,29930,31480,12654
pomorskie,nowodworski,2021,2210000,0.5899618432638685,0.6067677946324388,0.10638297872340426,1.1280879623018707,34070,16920,17140,7003
pomorskie,pucki,2021,2211000,0.36975534152551753,0.4020979020979021,0.13237603769351583,0.4117833386126069,90330,44570,45760,22099
pomorskie,starogardzki,2021,2213000,0.49896546235874584,0.5089538171536286,0.11776092918212615,0.7831120190670752,125660,61990,63660,29370
pomorskie,sztumski,2021,2216000,0.5853783231083844,0.6887755102040817,0.19969278033794163,0.6585249042145593,39120,19530,19600,8352
pomorskie,slupski,2021,2212000,0.3778677462887989,0.4786572731040199,0.03745318352059925,0.5393237349341087,96330,48060,48260,21323
pomorskie,tczewski,2021,2214000,0.38985313751668893,0.3596368715083799,0.047212638460141634,0.8265789262498997,112350,55070,57280,24922
pomorskie,wejherowski,2021,2215000,0.4720992028343667,0.4872714548158516,0.07534308009686967,0.7585222202391576,225800,111490,114310,56030
warmińsko-mazurskie,bartoszycki,2021,2801000,0.7449377670443991,0.7114337568058077,0.11796042617960427,1.6552511415525113,53830,26280,27550,10512
warmińsko-mazurskie,braniewski,2021,2802000,0.3269683494637719,0.41210224308815857,0.05768222338751966,0.4632693580410324,38230,19070,19170,7555
warmińsko-mazurskie,dzialdowski,2021,2803000,0.8587479935794543,0.7743362831858407,0.17944535073409462,1.7284495439835246,62300,30650,31640,13596
warmińsko-mazurskie,elblaski,2021,2804000,0.5912315808622886,0.5120702267739575,0.05428881650380022,1.4433689930378673,54970,27630,27340,11778
warmińsko-mazurskie,elcki,2021,2805000,0.474259321842965,0.5805739514348786,0.14722797331492984,0.4912207357859532,88770,43470,45300,19136
warmińsko-mazurskie,gizycki,2021,2806000,0.23157507811064146,0.3265159669895945,0.08666164280331574,0.1129305477131564,54410,26540,27870,10626
warmińsko-mazurskie,goldapski,2021,2818000,0.59818968909878,0.6734534064212999,0.20569620253164558,0.7163323782234957,25410,12640,12770,5584
warmińsko-mazurskie,ilawski,2021,2807000,0.3875883392226148,0.41457560549858175,0.08495416946121172,0.607317434454155,90560,44730,45830,20253
warmińsko-mazurskie,ketrzynski,2021,2808000,0.4473279836093563,0.5796135909393737,0.17513134851138354,0.33735795454545453,58570,28550,30020,11264
warmińsko-mazurskie,lidzbarski,2021,2809000,0.6860226104830421,0.5888273779567187,0.1837270341207349,1.4944769330734242,38920,19050,19870,7695
warmińsko-mazurskie,m. elblag,2021,2861000,0.381993006993007,0.5214775196389771,0.07330034817665385,0.41044956299193586,114400,54570,59830,20709
warmińsko-mazurskie,m. olsztyn,2021,2862000,0.3308714918759232,0.17134645147026312,0.19799466937428606,0.7958831426197022,169250,78790,90460,31286
warmińsko-mazurskie,mragowski,2021,2810000,0.5153145695364238,0.5250403877221325,0.08909630886720407,1.02446163495714,48320,23570,24760,9566
warmińsko-mazurskie,nidzicki,2021,2811000,0.54674862504044,0.4761904761904762,0.14964216005204944,1.116106030072857,30910,15370,15540,6451
warmińsko-mazurskie,nowomiejski,2021,2812000,0.47092064987049687,0.7129455909943715,0.09924385633270322,0.27111155738527964,42470,21160,21320,9959
warmińsko-mazurskie,olecki,2021,2813000,0.8220696450013856,0.7361963190184049,0.0865265760197775,1.9155984444764511,32479,16180,16300,6943
warmińsko-mazurskie,olsztynski,2021,2814000,0.3955328059562588,0.48653610771113825,0.09436929852154766,0.4625411731726119,128940,63580,65360,28538
warmińsko-mazurskie,ostrodzki,2021,2815000,0.3489065606361829,0.36000782625709254,0.068714632174616,0.6312891589139928,100600,49480,51110,21068
warmińsko-mazurskie,piski,2021,2816000,0.9310670443814919,1.2965050732807215,0.2695520121488231,0.7037747920665387,52950,26340,26610,10941
warmińsko-mazurskie,szczycienski,2021,2817000,0.2992852888624181,0.25694034258712345,0.12012012012012012,0.5230051593752209,67160,33300,33860,14149
warmińsko-mazurskie,wegorzewski,2021,2819000,0.9266227657572907,0.7570093457943925,0.30303030303030304,2.08851317752362,21260,10560,10700,4022
wielkopolskie,chodzieski,2021,3001000,0.6134031870770574,0.6389365351629502,0.08892841262783459,1.1535688536409516,45810,22490,23320,9709
wielkopolskie,czarnkowsko-trzcianecki,2021,3002000,0.5367064664854001,0.569277816984239,0.30900879486570004,0.44329116661260676,84590,42070,42510,18498
wielkopolskie,gnieznienski,2021,3003000,0.5134697896884012,0.4609246009906439,0.1165635343214851,0.9893191341882226,142170,69490,72680,31739
wielkopolskie,gostynski,2021,3004000,0.2142857142857143,0.23262032085561496,0.1005708072845882,0.20874336494304288,74200,36790,37400,16767
wielkopolskie,grodziski,2021,3005000,0.44237485448195574,0.36349574632637277,0.14024152707440593,0.7857601026298909,51540,25670,25860,12472
wielkopolskie,jarocinski,2021,3006000,0.5182232346241458,0.4497501388117713,0.09935710111046171,1.0756819054936613,70240,34220,36020,15618
wielkopolskie,kaliski,2021,3007000,0.3988397389412618,0.34310221586847744,0.18395879323031641,0.6057298772169168,82740,40770,41970,18325
wielkopolskie,kolski,2021,3009000,0.5365558912386708,0.5136094674556213,0.20735620834361887,0.8388080713280149,82750,40510,42250,17048
wielkopolskie,koninski,2021,3010000,0.33204034134988364,0.3149654927511618,0.12942662446007266,0.4907932750878903,128900,64129,64769,28729
wielkopolskie,koscianski,2021,3011000,0.7341218822319362,0.600100857286939,0.4144805876180483,1.0285647114141296,77780,38120,39660,17014
wielkopolskie,krotoszynski,2021,3012000,0.24300052826201796,0.2622695403791223,0.042999193765116905,0.3979094904382943,75720,37210,38510,16838
wielkopolskie,kepinski,2021,3008000,0.509136065282952,0.519298245614035,0.22604951560818085,0.6172338179160237,56370,27870,28500,12313
wielkopolskie,leszczynski,2021,3013000,0.4075394803871625,0.32803517078119715,0.10231923601637108,0.7627404657441782,58890,29320,29570,14815
wielkopolskie,m. kalisz,2021,3061000,0.575668280362029,0.49508840864440085,0.11786038077969176,1.4113137414333836,95020,44120,50900,17218
wielkopolskie,m. konin,2021,3062000,0.502388880845519,0.7583196944899072,0.16353482057453178,0.13854013334487833,69070,32409,36660,11549
wielkopolskie,m. leszno,2021,3063000,0.2703583061889251,0.3467599616087185,0.048109965635738834,0.33352789126990745,61400,29100,32299,11993
wielkopolskie,m. poznan,2021,3064000,0.46104170106591813,0.35374196431640825,0.43943506825602896,0.39945143454220905,545070,254190,290890,91876
wielkopolskie,miedzychodzki,2021,3014000,0.26455026455026454,0.27071823204419887,0.033688938798427846,0.5140727412928929,35910,17810,18100,7781
wielkopolskie,nowotomyski,2021,3015000,0.27001862197392923,0.28534031413612565,0.059491617090319096,0.41023303515469206,75180,36980,38200,17551
wielkopolskie,obornicki,2021,3016000,0.4259634888438134,0.5153949129852744,0.11953551912568307,0.4577822990844354,59160,29280,29880,13762
wielkopolskie,ostrowski,2021,3017000,0.753970745181744,0.8779469548133596,0.310854206807964,0.7261688640219042,159290,77850,81440,33601
wielkopolskie,ostrzeszowski,2021,3018000,0.3679417122040073,0.36330935251798563,0.10328292143120618,0.604655015323449,54900,27110,27800,12073
wielkopolskie,pilski,2021,3019000,0.7227820289415865,0.6581866587782872,0.15843675732770002,1.4929205487491748,131990,64379,67610,27262
wielkopolskie,pleszewski,2021,3020000,0.31432274789371356,0.3906500160102465,0.09839291571006888,0.3100088573959256,61720,30490,31230,13548
wielkopolskie,poznanski,2021,3021000,0.4071299287465347,0.4000893056485823,0.09599096555618294,0.6106470874749698,436470,212520,223950,110866
wielkopolskie,rawicki,2021,3022000,0.5073566717402334,0.4269513008672448,0.10291595197255575,1.0574918081620495,59130,29150,29980,13428
wielkopolskie,szamotulski,2021,3024000,0.5694959633427886,0.42398286937901497,0.27580071174377224,0.9633447329126728,91660,44960,46700,20761
wielkopolskie,slupecki,2021,3023000,0.5203111495246326,0.4570446735395189,0.22253129346314326,0.853298326222514,57850,28760,29100,12188
wielkopolskie,turecki,2021,3027000,0.3133031452698568,0.2703996171332855,0.1402805611222445,0.4933371136943578,81710,39920,41790,17635
wielkopolskie,wolsztynski,2021,3029000,0.2340313214851311,0.20048392671966814,0.08960573476702509,0.37199613124023506,56830,27900,28930,13441
wielkopolskie,wrzesinski,2021,3030000,0.5507172131147541,0.47070605908863294,0.11798636601992658,1.138662505057511,78080,38140,39940,17301
wielkopolskie,wagrowiecki,2021,3028000,0.638205499276411,0.5700372386135777,0.16964024568587305,1.1569416498993963,69100,34190,34910,15904
wielkopolskie,zlotowski,2021,3031000,0.5194231901118305,0.5131195335276968,0.16339869281045752,0.8169825219312931,67960,33660,34300,14933
wielkopolskie,sredzki,2021,3025000,0.6196616982080054,0.6800924397490921,0.19028202514441045,0.7737498208912451,59710,29430,30290,13958
wielkopolskie,sremski,2021,3026000,0.677245215115328,0.478330658105939,0.09673115410273517,1.6954022988505748,61130,29980,31150,13920
zachodniopomorskie,bialogardzki,2021,3201000,0.44267374944665777,0.5657093124456049,0.0,0.7815989280928985,45180,22200,22980,8956
zachodniopomorskie,choszczenski,2021,3202000,0.16574585635359115,0.18429135585783238,0.06678539626001781,0.20046775810223855,45250,22460,22790,8979
zachodniopomorskie,drawski,2021,3203000,0.7753077347051258,0.6882882882882883,0.5174353205849269,0.8470716823025776,54430,26670,27750,10979
zachodniopomorskie,goleniowski,2021,3204000,0.40229885057471265,0.5382573014723631,0.07930607187112763,0.43110981648703756,81780,40350,41430,17165
zachodniopomorskie,gryficki,2021,3205000,0.45692361353331007,0.5188516084399862,0.1020049243756595,0.7246376811594203,57340,28430,28910,11454
zachodniopomorskie,gryfinski,2021,3206000,0.41358182282358946,0.44225423300480166,0.14698298091799897,0.5861739407454604,78340,38780,39570,15695
zachodniopomorskie,kamienski,2021,3207000,0.421875,0.4410480349344978,0.15989036089538602,0.6499080318822809,44800,21890,22900,8155
zachodniopomorskie,koszalinski,2021,3209000,0.2937631816812293,0.31889290012033694,0.12070006035003018,0.35193564605329314,66380,33140,33240,13923
zachodniopomorskie,kolobrzeski,2021,3208000,0.27515824828833485,0.3218618469918296,0.08373851971907077,0.36524548711104865,77410,37020,40390,14237
zachodniopomorskie,m. koszalin,2021,3261000,0.1687482124130041,0.20908435472242248,0.016191054442420562,0.28813743612047404,104890,49410,55480,18394
zachodniopomorskie,m. szczecin,2021,3262000,0.36022105049685665,0.495059050373584,0.10907341068277815,0.2775018986972016,394480,187030,207450,68468
zachodniopomorskie,m. swinoujscie,2021,3263000,0.8912879738890285,0.665380906460945,0.6910994764397905,1.3394264103372202,39830,19100,20740,6346
zachodniopomorskie,mysliborski,2021,3210000,0.3191657449834097,0.2986003110419907,0.17662170841361594,0.4066012915570438,63290,31140,32150,12543
zachodniopomorskie,policki,2021,3211000,0.31235097758702907,0.4807467911318553,0.08044856167723062,0.12082370245849969,83880,41020,42850,19036
zachodniopomorskie,pyrzycki,2021,3212000,0.22892539725289526,0.28479312197743145,0.10799136069114472,0.1617686708007549,37130,18520,18610,7418
zachodniopomorskie,stargardzki,2021,3214000,0.5487037503146237,0.7000494152528414,0.14534883720930233,0.6029393292299962,119190,58480,60710,23883
zachodniopomorskie,szczecinecki,2021,3215000,0.4040130151843818,0.30927835051546393,0.2337879209574172,0.6718382047374982,73760,35930,37830,14438
zachodniopomorskie,slawienski,2021,3213000,0.2044989775051125,0.1892974153622133,0.11018237082066869,0.26757704373500646,53790,26320,27470,10838
zachodniopomorskie,walecki,2021,3217000,0.5815099546619357,0.7274826789838337,0.1616161616161616,0.6489675516224189,50730,24750,25980,10170
zachodniopomorskie,lobeski,2021,3218000,0.29040774420651216,0.36172695449241543,0.058997050147492625,0.4019053289669544,34090,16950,17140,6718
zachodniopomorskie,swidwinski,2021,3216000,0.8374943259192011,0.7774798927613941,0.20756457564575648,1.752950800514199,44060,21680,22380,8557
łódzkie,belchatowski,2021,1001000,0.35678437813669134,0.41934332619557463,0.0672394471423235,0.5191883355687276,109590,53540,56040,23113
łódzkie,brzezinski,2021,1021000,0.253539677313138,0.2735368956743003,0.047748976807639835,0.4356946909795062,30370,14660,15720,6197
łódzkie,kutnowski,2021,1002000,0.5694834666090339,0.5961778147071043,0.09684684684684684,1.1786526265406245,92540,44400,48140,16714
łódzkie,m. piotrkow trybunalski,2021,1062000,0.6986963527171525,0.5862923203963666,0.13462742642454603,1.7197105283635514,68270,31940,36330,12851
łódzkie,m. skierniewice,2021,1063000,0.3178750272153277,0.32793690327936903,0.022893772893772892,0.6816932380428807,45930,21840,24090,9095
łódzkie,m. lodz,2021,1061000,0.4763408837950847,0.5669034522789463,0.1570594252152968,0.5973381120382296,664860,303070,361790,107142
łódzkie,opoczynski,2021,1007000,0.45093201754385964,0.4311279826464208,0.08314855875831485,0.8807247106190236,72960,36080,36880,15896
łódzkie,pabianicki,2021,1008000,0.2221294363256785,0.23722916337181715,0.028308563340410476,0.43946385409800043,119750,56520,63230,22755
łódzkie,pajeczanski,2021,1009000,0.3120567375886525,0.3499597747385358,0.10208248264597795,0.4231311706629055,49350,24490,24860,9926
łódzkie,piotrkowski,2021,1010000,0.44495969967980564,0.48116699325059875,0.11422172452407615,0.6480977588680552,90570,44650,45930,20213
łódzkie,poddebicki,2021,1011000,0.3849056603773585,0.4075546719681909,0.056036678553234846,0.7647208768799387,39750,19630,20120,7846
łódzkie,radomszczanski,2021,1012000,0.3102559381329405,0.4025997472467954,0.0751455945895172,0.3545419701034879,108620,53230,55390,20872
łódzkie,rawski,2021,1013000,0.38288770053475935,0.3625632377740304,0.14329135909683022,0.608580991987017,46750,23030,23720,9859
łódzkie,sieradzki,2021,1014000,0.4204946996466431,0.4107697618225751,0.12305465074194716,0.7434944237918215,113200,55260,57940,22865
łódzkie,skierniewicki,2021,1015000,0.3986272439281943,0.47869542346133614,0.10068892421833599,0.4826936661172593,37880,18870,19010,8494
łódzkie,tomaszowski,2021,1016000,0.3455031166518255,0.4791133844842285,0.05590756615728662,0.33689184459222965,112300,53660,58650,22856
łódzkie,wielunski,2021,1017000,0.3679065978821613,0.36102999734536767,0.11947763267574325,0.6165806581328329,73660,35990,37670,14921
łódzkie,wieruszowski,2021,1018000,0.3023758099352052,0.29453681710213775,0.09699321047526674,0.498470601563385,41670,20620,21050,8827
łódzkie,zdunskowolski,2021,1019000,0.17598778987369373,0.22933011466505734,0.03539253539253539,0.20027730704051763,64209,31080,33140,12982
