woj,pow,rok,kod,odsetek_ogol,odsetek_kobiety,odsetek_mezczyzni,odsetek_dzieci,liczba_ludnosci,liczba_ludnosci_mezczyzni,liczba_ludnosci_kobiety,liczba_dzieci
kujawsko - pomorskie,nakielski,2023,0410000,0.4802703028840352,0.4138755980861244,0.13631937682570594,0.9397764555413446,82870,41080,41800,17983
kujawsko - pomorskie,radziejowski,2023,0411000,0.3596932028563872,0.29796131730266595,0.2140181915462814,0.5414410662224073,37810,18690,19130,7203
kujawsko - pomorskie,rypinski,2023,0412000,0.2403495994173343,0.2583732057416268,0.03451676528599606,0.43773758783550276,41190,20280,20900,8681
kujawsko - pomorskie,sepolenski,2023,0413000,0.8884882822559876,0.7245632065775951,0.25296850800206505,1.8485390578413834,38830,19370,19460,8385
kujawsko - pomorskie,torunski,2023,0415000,0.23622047244094488,0.22029488291413704,0.02118270079435128,0.4730095685141722,114300,56650,57650,27695
kujawsko - pomorskie,tucholski,2023,0416000,0.41346973572037515,0.4292392690182745,0.029940119760479042,0.8071328015016425,46920,23380,23530,10655
kujawsko - pomorskie,wabrzeski,2023,0417000,0.3300431832202344,0.2006079027355623,0.050093926111458985,0.9945750452079566,32420,15970,16450,6636
kujawsko - pomorskie,wloclawski,2023,0418000,0.3724893487522824,0.3539609920539369,0.08862629246676515,0.7445971305769115,82150,40620,41530,16519
kujawsko - pomorskie,swiecki,2023,0414000,0.4017715912685859,0.33188135241651107,0.08365508365508366,0.8982774789003504,94830,46620,48210,20261
kujawsko - pomorskie,zninski,2023,0419000,0.738821439147172,0.6678331875182268,0.18045112781954886,1.4966859097712208,67540,33250,34290,14031
lubelskie,bialski,2023,0601000,0.3748211731044349,0.4439786585365853,0.085927057475654,0.5106571936056838,104850,52370,52480,22520
lubelskie,bilgorajski,2023,0602000,0.42013311148086524,0.386977886977887,0.1437024513947591,0.7767092888090458,96160,47320,48840,18926
lubelskie,hrubieszowski,2023,0604000,0.35575907009510394,0.4350828729281768,0.07907979870596693,0.5444097187216453,56780,27820,28960,9919
lubelskie,janowski,2023,0605000,0.4042056074766355,0.5092592592592593,0.14150943396226415,0.3945952409422456,42800,21200,21600,8363
lubelskie,krasnostawski,2023,0606000,0.25914634146341464,0.28722350610762626,0.06608695652173914,0.45533811276884323,59040,28750,30290,10322
lubelskie,krasnicki,2023,0607000,0.24658148397220356,0.29795563288386256,0.060143418922044875,0.34637822070977153,89220,43230,45980,16456
lubelskie,lubartowski,2023,0608000,0.4405810907358895,0.43407234539089845,0.05107003891050584,0.9555073568204466,83980,41120,42850,17059
lubelskie,lubelski,2023,0609000,0.3471757767373989,0.34185990915610803,0.06311100111372354,0.620936712219716,164470,80810,83660,37685
lubelskie,m. biala podlaska,2023,0661000,0.620752984389348,0.5187521906764808,0.042421905129193985,1.6283089238606385,54450,25930,28530,10993
lubelskie,m. chelm,2023,0662000,0.29190700926411467,0.3133159268929504,0.03763643206624012,0.6298399586990191,57210,26570,30640,9685
lubelskie,m. lublin,2023,0663000,0.4090178110871742,0.4569786442779061,0.07692307692307693,0.6843065693430658,329570,152100,177470,61376
lubelskie,m. zamosc,2023,0664000,0.37609479649665123,0.5200642054574639,0.08493353028064993,0.320966676106863,58230,27080,31150,10593
lubelskie,opolski,2023,0612000,0.6504941599281222,0.7040280210157618,0.1881224640354113,1.0217350919561583,55650,27110,28550,10766
lubelskie,parczewski,2023,0613000,0.3382991930477964,0.38555691554467564,0.0818639798488665,0.5216566550742966,32220,15880,16340,6326
lubelskie,pulawski,2023,0614000,0.528873107830312,0.5929630291123416,0.12737605330197924,0.8399184931166443,107020,51030,55990,20121
lubelskie,radzynski,2023,0615000,0.3271537622682661,0.3766751177109743,0.09485589201021526,0.42852245457661986,55020,27410,27610,11668
lubelskie,rycki,2023,0616000,0.4693560899922421,0.4860313815537696,0.0904799370574351,0.8624730477172589,51560,25420,26130,10667
lubelskie,tomaszowski,2023,0618000,0.3168008309529992,0.2502553626149132,0.06603275224511358,0.8579734808196838,77020,37860,39160,14103
lubelskie,wlodawski,2023,0619000,0.3644067796610169,0.47592385218365063,0.07411630558722919,0.4562849573152782,35400,17540,17860,6794
lubelskie,zamojski,2023,0620000,0.47344913151364765,0.43486777668952004,0.11667672500502917,1.016774193548387,100750,49710,51050,19375
lubelskie,lukowski,2023,0611000,0.5507131537242472,0.492156862745098,0.10008006405124098,1.0865396906557587,100960,49960,51000,23469
lubelskie,leczynski,2023,0610000,0.6137832017229002,0.718562874251497,0.17197219173069886,0.7449246889325475,55720,27330,28390,12216
lubelskie,swidnicki,2023,0617000,0.6842789086184495,0.5520110957004161,0.24074631357207343,1.4630852340936373,69270,33230,36050,13328
lubelskie,chelmski,2023,0603000,0.3785103785103785,0.40453074433656955,0.04368004368004368,0.7580839930229437,73710,36630,37080,14906
lubuskie,gorzowski,2023,0801000,0.20703653585926926,0.2768073098629401,0.05723630417007358,0.17436267436267436,73900,36690,37210,16632
lubuskie,krosnienski,2023,0802000,0.41540212443095603,0.4095309009679821,0.16241299303944315,0.6577009914597035,52720,25860,26860,10187
lubuskie,m. gorzow wielkopolski,2023,0861000,0.5483731019522777,0.4387688277668631,0.07016248153618908,1.5755642549900923,115250,54160,61080,20691
lubuskie,m. zielona gora,2023,0862000,0.9054919743755848,0.6156996587030718,0.09438270665245851,2.7560948540564536,138930,65690,73250,27031
lubuskie,miedzyrzecki,2023,0803000,1.3967906637490883,1.1027568922305764,0.9624674842066145,1.8236803519061584,54840,26910,27930,10912
lubuskie,nowosolski,2023,0804000,0.5128828390860476,0.6145119357125974,0.1426069552164123,0.6428309048610261,82280,39970,42310,16334
lubuskie,strzelecko-drezdenecki,2023,0806000,0.589369909987141,0.5658783783783784,0.27415143603133163,0.8221777168757247,46660,22980,23680,9487
lubuskie,sulecinski,2023,0807000,0.2955223880597015,0.38782816229116945,0.08363201911589009,0.2886419396738346,33500,16740,16760,6929
lubuskie,slubicki,2023,0805000,0.183206106870229,0.23008095440988496,0.040214477211796246,0.2203798929583377,45850,22380,23470,9529
lubuskie,wschowski,2023,0812000,0.4026845637583893,0.43938591847538383,0.1579520697167756,0.47738693467336685,37250,18360,18890,7960
lubuskie,zielonogorski,2023,0809000,0.6353223228556206,0.5934873949579832,0.27567567567567564,0.94735503560529,75080,37000,38080,15728
lubuskie,swiebodzinski,2023,0808000,0.561527057079318,0.4249909189974573,0.3329549754067348,0.8749218819748238,53960,26430,27530,11201
lubuskie,zaganski,2023,0810000,0.33016304347826086,0.3072033898305085,0.13668061366806136,0.5599023759959801,73600,35850,37760,13931
lubuskie,zarski,2023,0811000,0.40017541936191203,0.3867403314917127,0.09060022650056625,0.8080922242314647,91210,44150,47060,17696
mazowieckie,bialobrzeski,2023,1401000,0.39360393603936034,0.5077713790327575,0.09773976786805132,0.4065591543569589,32520,16370,16149,7379
mazowieckie,ciechanowski,2023,1402000,0.5483151344370083,0.8721735117674203,0.12195121951219512,0.21770266399312518,85170,41820,43340,17455
mazowieckie,garwolinski,2023,1403000,0.4729409534641267,0.5771761609325061,0.1127460347792853,0.5194297988674087,105510,52330,53190,25605
mazowieckie,gostyninski,2023,1404000,0.28882575757575757,0.27586206896551724,0.11224987798926304,0.4847731510254817,42240,20490,21750,8045
mazowieckie,grodziski,2023,1405000,0.2260902469019014,0.22088353413654616,0.025530243519245873,0.4145445931540922,105710,50920,54780,25329
mazowieckie,grojecki,2023,1406000,0.2926929815520973,0.3447576556479416,0.07544006705783739,0.37584927480364283,97030,47720,49310,20753
mazowieckie,kozienicki,2023,1407000,0.5984251968503937,0.8057851239669421,0.18498754891497687,0.4958824050296644,57150,28110,29040,11293
mazowieckie,legionowski,2023,1408000,0.33219567690557456,0.3697725605282465,0.10832025117739404,0.3734797459060874,131850,63700,68150,31327
mazowieckie,lipski,2023,1409000,0.494296577946768,0.7590966122961105,0.21753039027511195,0.01667222407469156,31560,15630,15940,5998
mazowieckie,m. ostroleka,2023,1461000,0.2861289653742484,0.39670070699135906,0.04830917874396135,0.2690954253777686,48230,22770,25460,9662
mazowieckie,m. plock,2023,1462000,0.4649698713913122,0.6302948153168417,0.097757331799885,0.4691321056046314,111190,52170,59020,20037
mazowieckie,m. radom,2023,1463000,0.8249579103106984,1.294664471773022,0.21352313167259787,0.22300788686429154,196010,92730,103270,36770
mazowieckie,m. siedlce,2023,1464000,0.2908366533864542,0.2973790322580645,0.10106681639528355,0.39684962451920147,75300,35620,39680,16379
mazowieckie,m. st. warszawa,2023,1465000,0.3584013751611517,0.2965129044491906,0.07433517135478468,0.8538976159468586,1861600,859620,1001980,358591
mazowieckie,makowski,2023,1411000,0.3713464302827024,0.41924726060028583,0.13012048192771083,0.4530524408200249,41740,20750,20990,8829
mazowieckie,minski,2023,1412000,0.3325177238220717,0.4503067484662577,0.0603492552645095,0.31008580822796655,159390,77880,81500,37409
mazowieckie,mlawski,2023,1413000,0.46474590994643117,0.5399261153736857,0.08557096488639716,0.7003570447679209,69070,33890,35190,14564
mazowieckie,nowodworski,2023,1414000,0.37325625235641574,0.49950787401574803,0.06421782686873877,0.41176821626782834,79570,38930,40640,16757
mazowieckie,ostrowski,2023,1416000,0.2689665253617892,0.432152117545376,0.0712166172106825,0.07111363959607452,68410,33700,34710,14062
mazowieckie,ostrolecki,2023,1415000,0.33260944107898044,0.4265183124710246,0.09017132551848511,0.32909278451790364,87490,44360,43140,20359
mazowieckie,otwocki,2023,1417000,0.2957879791765263,0.36537295330503333,0.08056560341992765,0.2980678191955675,126780,60820,65960,28517
mazowieckie,piaseczynski,2023,1418000,0.3519456971500302,0.3611535351720421,0.09153979572171903,0.49153055051421657,215090,103780,111310,52896
mazowieckie,pruszkowski,2023,1421000,0.21483831468803918,0.22487477352659066,0.07688723205964586,0.26554277918534397,179670,85840,93830,41048
mazowieckie,przasnyski,2023,1422000,0.3955954323001631,0.5331705331705332,0.057212913771965676,0.44720270146938035,49040,24470,24570,10957
mazowieckie,przysuski,2023,1423000,0.17866390471258414,0.2930591259640103,0.05216484089723526,0.025480952987641737,38620,19170,19450,7849
mazowieckie,pultuski,2023,1424000,0.3021268137547207,0.43597800471327575,0.048289738430583505,0.2657137621403701,50310,24850,25460,10914
mazowieckie,plocki,2023,1419000,0.619921482698804,0.6693270451659713,0.1875,0.8830396943324135,109530,54400,55130,23555
mazowieckie,plonski,2023,1420000,0.37495536245685035,0.5846585594013096,0.07032007759456838,0.20626826333581622,84010,41240,42760,17453
mazowieckie,radomski,2023,1425000,0.4969272450935043,0.5842284516636101,0.1253500466728897,0.6091603930808575,151330,74990,76340,34802
mazowieckie,siedlecki,2023,1426000,0.3642466434609647,0.43326693227091634,0.11169024571854058,0.38994572377088055,80440,40290,40160,18977
mazowieckie,sierpecki,2023,1427000,0.32117695814339,0.49119934506753987,0.05455308434746118,0.2206841207744006,48260,23830,24430,9969
mazowieckie,sochaczewski,2023,1428000,0.6240230852470843,0.854600796066495,0.1729676303434643,0.4734528238079134,83170,40470,42710,17742
mazowieckie,sokolowski,2023,1429000,0.5093887335197763,0.689928628072958,0.13285024154589373,0.48028817290374226,50060,24840,25220,9994
mazowieckie,szydlowiecki,2023,1430000,0.33333333333333337,0.4825026511134677,0.09656652360515021,0.2072002072002072,37500,18640,18860,7722
mazowieckie,warszawski zachodni,2023,1432000,0.21816299363999406,0.26383710926297677,0.04428833231521075,0.25045050548242265,135220,65480,69740,32741
mazowieckie,wolominski,2023,1434000,0.37408924493420814,0.40579506294394824,0.059091929089685094,0.5450776300720489,275870,133690,142190,68981
mazowieckie,wyszkowski,2023,1435000,0.5514705882352942,0.5182186234817814,0.12366034624896949,0.9932013006207508,73440,36390,37050,16915
mazowieckie,wegrowski,2023,1433000,0.37312227426910033,0.5916398713826366,0.04868549172346641,0.23925233644859814,61910,30810,31100,13375
mazowieckie,zwolenski,2023,1436000,0.35870516185476814,0.5281485780615206,0.08206330597889801,0.25316455696202533,34290,17060,17230,7110
mazowieckie,losicki,2023,1410000,0.4540691582256374,0.5104895104895104,0.11863224005582694,0.6754474839581223,28630,14330,14300,5922
mazowieckie,zurominski,2023,1437000,0.2141448295294449,0.3942254303164908,0.017162471395881007,0.02745367192862045,35490,17480,18010,7285
mazowieckie,zyrardowski,2023,1438000,0.2674650698602794,0.3277009728622632,0.06372956497644776,0.31744016252936325,75150,36090,39060,15751
małopolskie,bochenski,2023,1201000,0.3169705469845722,0.3141167775314117,0.07760742002650009,0.5104075285110455,106950,52830,54120,25078
małopolskie,brzeski,2023,1202000,0.39707646994654744,0.5227910995895442,0.07712648743940062,0.4322551796094798,91670,45380,46290,20127
małopolskie,chrzanowski,2023,1203000,0.29575328614762386,0.3158580267014002,0.020957038071952497,0.6726665429578772,118680,57260,61420,21556
małopolskie,dabrowski,2023,1204000,0.3840139009556907,0.4173853052776819,0.1330532212885154,0.528739553129797,57550,28560,28990,11726
małopolskie,gorlicki,2023,1205000,0.3171287504747436,0.328515111695138,0.057625816365731844,0.5618956355083196,105320,52060,53270,22958
małopolskie,krakowski,2023,1206000,0.3757234992558293,0.33238119968839264,0.10990492886521475,0.6601085384538282,302350,148310,154040,69837
małopolskie,limanowski,2023,1207000,0.40714014432206613,0.39902897891063566,0.05932461210830545,0.6830521338081615,131650,65740,65910,34258
małopolskie,m. krakow,2023,1261000,0.23753411064252045,0.23469482694454782,0.04889975550122249,0.5004817656885784,806200,376280,429920,144261
małopolskie,m. nowy sacz,2023,1262000,0.3782976605276257,0.38791051880057115,0.11737089201877934,0.5686193212106853,80360,38340,42020,16883
małopolskie,m. tarnow,2023,1263000,0.5488218753030156,0.38968166849615804,0.08252527336496802,1.7787122805023585,103130,48470,54660,17597
małopolskie,miechowski,2023,1208000,0.3192629097921577,0.3277310924369748,0.05684302579798863,0.648479427549195,46670,22870,23800,8944
małopolskie,myslenicki,2023,1209000,0.26725200246457176,0.2900763358778626,0.03885607709045695,0.42257579152927616,129840,64340,65500,31237
małopolskie,nowosadecki,2023,1210000,0.35297400362740083,0.3458186538104951,0.05225342913128674,0.6025526320594519,215030,107170,107860,54767
małopolskie,nowotarski,2023,1211000,0.3676818683919836,0.325036000822876,0.0882764560232533,0.7031231750332874,190110,92890,97220,42809
małopolskie,olkuski,2023,1212000,0.6317280453257791,0.6438004402054293,0.15181004281821722,1.22737035900583,105900,51380,54520,19554
małopolskie,oswiecimski,2023,1213000,0.32138525805147555,0.32405592578073955,0.05564056196967589,0.6423982869379015,148420,71890,76530,29421
małopolskie,proszowicki,2023,1214000,0.3070697452987384,0.291764705882353,0.0674373795761079,0.638708122439142,42010,20760,21250,8298
małopolskie,suski,2023,1215000,0.3848473881047171,0.30967127203430206,0.07823960880195599,0.8524269736127701,82890,40900,41980,18418
małopolskie,tarnowski,2023,1216000,0.29694942738421,0.3247863247863248,0.05925017877209112,0.4783795766924136,197340,97890,99450,42853
małopolskie,tatrzanski,2023,1217000,0.29031287605294825,0.34282393957001744,0.056144728633811605,0.40494458653026427,66480,32060,34420,14076
małopolskie,wadowicki,2023,1218000,0.38483520670603927,0.36404438349333,0.0543548595832794,0.7831169205078743,157470,77270,80210,34733
małopolskie,wielicki,2023,1219000,0.4344496275151431,0.29946670313140983,0.14468085106382977,0.8712404393582149,143630,70500,73130,34778
opolskie,brzeski,2023,1601000,0.514219384793964,0.5020352781546811,0.05485332697352731,1.202258789240391,86150,41930,44220,16469
opolskie,glubczycki,2023,1602000,0.5163107251818821,0.4299583911234397,0.09537434430138292,1.449471687889461,42610,20970,21630,7382
opolskie,kluczborski,2023,1604000,0.4065969954278249,0.3709625839462744,0.033366700033366704,1.133849557522124,61240,29970,31270,10848
opolskie,krapkowicki,2023,1605000,0.5699916177703269,0.3649870801033592,0.07319623562216801,1.9007196899797012,59650,28690,30960,10838
opolskie,kedzierzynsko-kozielski,2023,1603000,0.44452181987000927,0.36152644498995756,0.06771463119709795,1.3048475424244472,86160,41350,44810,14791
opolskie,m. opole,2023,1661000,0.266497461928934,0.34868126955744305,0.049177547905714776,0.3256166644364155,126080,58970,67110,22419
opolskie,namyslowski,2023,1606000,0.568641446585772,0.5348837209302326,0.09254749147588895,1.2386457473162675,42030,20530,21500,8477
opolskie,nyski,2023,1607000,0.66333307289632,0.48470160557406844,0.06616104566725835,2.1906001705795215,127990,61970,66020,22277
opolskie,oleski,2023,1608000,0.34595300261096606,0.25412960609911056,0.06711409395973154,0.9809073392888421,61280,29800,31480,11418
opolskie,opolski,2023,1609000,0.3624627606752731,0.26434558349451964,0.06972789115646258,1.0101448018728865,120840,58800,62040,23066
opolskie,prudnicki,2023,1610000,0.682348367029549,0.6444361183964031,0.12116316639741519,1.5613538719480247,51440,24760,26690,9543
opolskie,strzelecki,2023,1611000,0.35223126578725794,0.3208116259939677,0.06612995974698102,0.8291626204526779,71260,34780,36470,13387
podkarpackie,bieszczadzki,2023,1801000,0.6019417475728156,0.667302192564347,0.18774703557312253,0.9198423127463863,20600,10120,10490,3805
podkarpackie,brzozowski,2023,1802000,0.2927215189873418,0.33813400125234816,0.06395906619763352,0.4246442673023914,63200,31270,31940,13423
podkarpackie,debicki,2023,1803000,0.39662192731111445,0.36363636363636365,0.07326119141012531,0.821629213483146,132620,65519,67100,28480
podkarpackie,jaroslawski,2023,1804000,0.20971778717528267,0.24480837413472903,0.030019424333392195,0.34774395741209807,115870,56630,59230,23293
podkarpackie,jasielski,2023,1805000,0.5118544385223305,0.5363915477695503,0.1253507951356408,0.9150388772994501,108820,53450,55370,21092
podkarpackie,kolbuszowski,2023,1806000,0.4529103989535644,0.537109375,0.05584756898817345,0.7468553459119497,61160,30440,30720,12720
podkarpackie,krosnienski,2023,1807000,0.44174489232468256,0.4425099746100834,0.1289237668161435,0.7258344923504868,108660,53520,55140,23008
podkarpackie,leski,2023,1821000,0.3307086614173228,0.4186046511627907,0.064,0.4634506003791869,25400,12500,12900,4747
podkarpackie,lezajski,2023,1808000,0.46026986506746626,0.5146406388642414,0.05472788081483734,0.8457126047948228,66700,32890,33810,13598
podkarpackie,lubaczowski,2023,1809000,0.2663115845539281,0.30577576443941107,0.030674846625766874,0.513595166163142,52570,26080,26490,9930
podkarpackie,m. krosno,2023,1861000,0.31320926009986383,0.48068669527896996,0.0674373795761079,0.14798372179060304,44060,20760,23300,8109
podkarpackie,m. przemysl,2023,1862000,0.6387154326494201,0.4899328859060402,0.10285714285714286,1.9500368925898597,56050,26250,29800,9487
podkarpackie,m. rzeszow,2023,1863000,0.31986617326506817,0.29037237121358284,0.0694370259587651,0.6405917617482112,197270,93610,103660,41368
podkarpackie,m. tarnobrzeg,2023,1864000,0.6405856783344772,0.5490196078431373,0.18777082330284064,1.5667574931880108,43710,20770,22950,7340
podkarpackie,mielecki,2023,1811000,0.609114152504136,0.7901746078721514,0.10701727564592571,0.7318199580802159,132980,65410,67580,28149
podkarpackie,nizanski,2023,1812000,0.6056802134002824,0.6082124112380364,0.2297383535417996,0.9538561878362954,63730,31340,32390,12266
podkarpackie,przemyski,2023,1813000,0.305075214396176,0.3481190342504211,0.05913827090960293,0.48225050234427325,71130,35510,35620,14930
podkarpackie,przeworski,2023,1814000,0.3353578030102984,0.35602910602910603,0.0966183574879227,0.5158578525028659,75740,37260,38480,15702
podkarpackie,ropczycko-sedziszowski,2023,1815000,0.2593543158179117,0.2991452991452992,0.05465974309920743,0.35231943628890194,74030,36590,37440,17030
podkarpackie,rzeszowski,2023,1816000,0.3493002616907498,0.3246533648968549,0.09189065012634964,0.5991378260551888,175780,87060,88710,41059
podkarpackie,sanocki,2023,1817000,0.286382883886784,0.2616088947024199,0.059266013220879876,0.6268707290901904,89740,43870,45870,17707
podkarpackie,stalowowolski,2023,1818000,0.2676181980374665,0.30209736386376757,0.04905968928863451,0.47939671424723945,100890,48920,51970,18565
podkarpackie,strzyzowski,2023,1819000,0.26182432432432434,0.27153871940998997,0.054477357848144364,0.48527443105756357,59200,29370,29830,11952
podkarpackie,tarnobrzeski,2023,1820000,0.4632901452689439,0.5161787365177196,0.08807045636509207,0.8121002943863568,50940,24980,25960,9851
podkarpackie,lancucki,2023,1810000,0.376051459673429,0.43891733723482074,0.10542168674698796,0.45286353344010605,80840,39840,41010,18107
podlaskie,augustowski,2023,2001000,0.6115702479338843,0.599640933572711,0.22932330827067668,1.0031527658354829,54450,26600,27850,10467
podlaskie,bialostocki,2023,2002000,0.4654844838505383,0.46107709608896663,0.07448311288044177,0.8779431047260703,157900,77870,80030,35082
podlaskie,bielski,2023,2003000,0.7984189723320159,0.8875048657065007,0.3171417101565636,1.0188005461611174,50600,24910,25690,9521
podlaskie,grajewski,2023,2004000,0.9972862957937584,0.8794642857142857,0.3162236480293309,2.000685949468389,44220,21820,22400,8747
podlaskie,hajnowski,2023,2005000,0.5151983513652756,0.41355256601893375,0.26133333333333336,1.059025073976016,38820,18750,20070,6421
podlaskie,kolnenski,2023,2006000,0.9103641456582634,0.7770270270270271,0.3734671125975474,1.666203832268814,35700,17940,17760,7202
podlaskie,m. bialystok,2023,2061000,0.5043025129418218,0.47296425345205834,0.08119376782971252,1.1022431615216932,291690,136710,154980,56884
podlaskie,m. suwalki,2023,2063000,0.20811959548585665,0.269435868650014,0.027607361963190184,0.2625044341965236,68230,32600,35630,14095
podlaskie,m. lomza,2023,2062000,0.27801038352034835,0.3891547049441786,0.05641748942172073,0.23952095808383234,59710,28360,31350,11690
