woj,pow,rok,kod,liczba_proc_nk_a,liczba_proc_nk_c,rodziny_wszczete,liczba_osob_ogol,liczba_osob_kobiety,liczba_osob_mezczyzni,liczba_osob_dzieci,odsetek_bezrobotnych_dlugotrwalych,wielkosc_wynagrodzenia,odsetek_rozwodow,liczba_osob_na_1_izbe,przecietna_powiechnia_mieszkania_na_1_osobe
małopolskie,limanowski,2020,1207000,34,160,169,401,243.0,40.0,118.0,0.4539,4163,0.1302,0.81,26.2
małopolskie,m. krakow,2020,1261000,278,733,676,1821,1296.0,329.0,196.0,0.3951,6482,0.3479,0.6,31.1
małopolskie,m. nowy sacz,2020,1262000,7,70,136,1061,603.0,290.0,168.0,0.3235,4468,0.3467,0.66,29.3
małopolskie,m. tarnow,2020,1263000,33,149,185,594,448.0,65.0,81.0,0.5008,5629,0.4624,0.66,27.1
małopolskie,miechowski,2020,1208000,9,95,89,205,124.0,19.0,62.0,0.4774,4415,0.2865,0.65,31.1
małopolskie,myslenicki,2020,1209000,30,143,170,331,208.0,29.0,94.0,0.2345,4525,0.1968,0.72,29.8
małopolskie,nowosadecki,2020,1210000,45,225,240,635,354.0,59.0,222.0,0.5076,4160,0.1397,0.78,27.2
małopolskie,nowotarski,2020,1211000,32,258,303,735,438.0,79.0,218.0,0.4137,4335,0.2233,0.74,28.8
małopolskie,olkuski,2020,1212000,23,168,200,277,217.0,23.0,37.0,0.5536,4920,0.2941,0.65,29.2
małopolskie,oswiecimski,2020,1213000,62,147,158,512,258.0,84.0,170.0,0.4478,4911,0.3373,0.68,28.7
małopolskie,proszowicki,2020,1214000,11,20,26,132,65.0,7.0,60.0,0.4886,4635,0.2022,0.7,31.4
małopolskie,suski,2020,1215000,16,128,150,292,192.0,34.0,66.0,0.3854,4482,0.1156,0.69,30.8
małopolskie,tarnowski,2020,1216000,23,248,275,552,331.0,60.0,161.0,0.5064,4149,0.2126,0.76,28.0
małopolskie,tatrzanski,2020,1217000,14,45,54,216,112.0,17.0,87.0,0.5844,4655,0.3413,0.59,36.3
małopolskie,wadowicki,2020,1218000,27,178,186,541,306.0,44.0,191.0,0.4121,4457,0.1691,0.72,28.8
małopolskie,wielicki,2020,1219000,85,123,196,435,253.0,37.0,145.0,0.4285,5047,0.253,0.65,32.9
opolskie,brzeski,2020,1601000,31,48,118,445,324.0,54.0,67.0,0.4708,4825,0.4068,0.68,28.4
opolskie,glubczycki,2020,1602000,6,61,63,240,109.0,39.0,92.0,0.5448,4703,0.2606,0.65,30.4
opolskie,kluczborski,2020,1604000,10,80,53,182,85.0,6.0,91.0,0.5269,4777,0.3433,0.66,29.1
opolskie,krapkowicki,2020,1605000,22,78,84,317,142.0,10.0,165.0,0.5539,5548,0.27,0.62,31.5
opolskie,kedzierzynsko-kozielski,2020,1603000,25,149,155,438,217.0,27.0,194.0,0.5769,5572,0.4459,0.6,31.4
opolskie,m. opole,2020,1661000,19,124,197,489,386.0,79.0,24.0,0.4251,5523,0.3935,0.6,31.4
opolskie,namyslowski,2020,1606000,24,42,60,205,82.0,18.0,105.0,0.5316,4807,0.3512,0.65,30.3
opolskie,nyski,2020,1607000,59,244,355,972,448.0,106.0,418.0,0.4458,4637,0.3326,0.66,29.3
opolskie,oleski,2020,1608000,14,50,65,266,99.0,36.0,131.0,0.4539,4479,0.2047,0.64,31.0
opolskie,opolski,2020,1609000,37,127,133,435,191.0,33.0,211.0,0.4326,4720,0.2687,0.62,33.5
opolskie,prudnicki,2020,1610000,14,105,96,212,88.0,20.0,104.0,0.5191,4446,0.2697,0.62,32.8
opolskie,strzelecki,2020,1611000,9,79,83,275,142.0,48.0,85.0,0.4927,4854,0.3022,0.65,29.7
podkarpackie,bieszczadzki,2020,1801000,2,34,42,107,63.0,5.0,39.0,0.6065,4445,0.2429,0.73,25.8
podkarpackie,brzozowski,2020,1802000,21,132,149,288,175.0,28.0,85.0,0.626,4206,0.1558,0.76,26.0
podkarpackie,debicki,2020,1803000,11,128,173,625,284.0,85.0,256.0,0.4245,4631,0.2048,0.77,26.5
podkarpackie,jaroslawski,2020,1804000,15,154,192,313,215.0,48.0,50.0,0.5968,4541,0.2544,0.75,26.9
podkarpackie,jasielski,2020,1805000,22,325,211,339,214.0,51.0,74.0,0.6223,4560,0.2286,0.75,26.2
podkarpackie,kolbuszowski,2020,1806000,25,130,158,306,163.0,45.0,98.0,0.4825,4220,0.192,0.78,26.7
podkarpackie,krosnienski,2020,1807000,22,316,279,299,176.0,38.0,85.0,0.3863,4050,0.2446,0.7,28.0
podkarpackie,leski,2020,1821000,9,35,55,48,38.0,8.0,2.0,0.6111,4832,0.2043,0.69,29.8
podkarpackie,lezajski,2020,1808000,8,142,132,238,144.0,23.0,71.0,0.5809,4435,0.2075,0.76,26.4
podkarpackie,lubaczowski,2020,1809000,14,54,59,111,85.0,9.0,17.0,0.4875,4214,0.2473,0.72,28.2
podkarpackie,m. krosno,2020,1861000,12,49,126,366,300.0,52.0,14.0,0.3939,4424,0.5347,0.63,29.2
podkarpackie,m. przemysl,2020,1862000,7,80,72,459,233.0,26.0,200.0,0.6424,4522,0.5089,0.67,26.7
podkarpackie,m. rzeszow,2020,1863000,95,184,345,497,274.0,41.0,182.0,0.5892,5518,0.3381,0.58,31.9
podkarpackie,m. tarnobrzeg,2020,1864000,4,76,103,341,141.0,44.0,156.0,0.5054,4578,0.4962,0.67,26.6
podkarpackie,mielecki,2020,1811000,47,334,339,929,434.0,138.0,357.0,0.4053,4729,0.2757,0.73,27.1
podkarpackie,nizanski,2020,1812000,13,130,151,229,113.0,26.0,90.0,0.5864,4197,0.3318,0.71,29.3
podkarpackie,przemyski,2020,1813000,17,108,107,82,60.0,17.0,5.0,0.5972,4126,0.2363,0.76,27.9
podkarpackie,przeworski,2020,1814000,18,186,198,337,213.0,58.0,66.0,0.6172,4255,0.2062,0.74,27.9
podkarpackie,ropczycko-sedziszowski,2020,1815000,14,106,116,161,121.0,9.0,31.0,0.5256,4401,0.1661,0.79,26.0
podkarpackie,rzeszowski,2020,1816000,46,222,231,561,293.0,95.0,173.0,0.5754,4614,0.1843,0.71,29.7
podkarpackie,sanocki,2020,1817000,23,150,210,389,195.0,56.0,138.0,0.514,4431,0.3493,0.72,27.0
podkarpackie,stalowowolski,2020,1818000,58,160,159,397,249.0,52.0,96.0,0.4057,4777,0.3443,0.69,27.3
podkarpackie,strzyzowski,2020,1819000,9,116,138,110,84.0,24.0,2.0,0.6193,4052,0.1527,0.74,28.0
podkarpackie,tarnobrzeski,2020,1820000,8,101,115,249,139.0,46.0,64.0,0.4846,4723,0.2162,0.73,27.2
podkarpackie,lancucki,2020,1810000,11,98,120,193,134.0,24.0,35.0,0.5398,4327,0.1843,0.71,28.5
podlaskie,augustowski,2020,2001000,23,147,145,370,171.0,77.0,122.0,0.5945,5009,0.2797,0.65,29.6
podlaskie,bialostocki,2020,2002000,29,325,367,821,420.0,150.0,251.0,0.53,4456,0.2548,0.6,35.0
podlaskie,bielski,2020,2003000,9,196,243,364,246.0,59.0,59.0,0.5433,5547,0.2205,0.53,36.2
podlaskie,grajewski,2020,2004000,1,139,137,307,161.0,47.0,99.0,0.5526,4970,0.3972,0.72,26.8
podlaskie,hajnowski,2020,2005000,6,160,152,221,164.0,27.0,30.0,0.5358,5165,0.2548,0.48,39.0
podlaskie,kolnenski,2020,2006000,4,70,84,248,129.0,41.0,78.0,0.6759,4475,0.3041,0.78,26.6
podlaskie,m. bialystok,2020,2061000,64,658,610,2239,1127.0,285.0,827.0,0.5199,5126,0.3823,0.6,28.6
podlaskie,m. suwalki,2020,2063000,14,131,222,251,170.0,81.0,0.0,0.3942,4562,0.5598,0.69,25.5
podlaskie,m. lomza,2020,2062000,11,12,140,150,116.0,17.0,17.0,0.483,4872,0.4522,0.65,26.7
podlaskie,moniecki,2020,2008000,6,99,95,211,119.0,20.0,72.0,0.5701,4601,0.2014,0.66,31.3
podlaskie,sejnenski,2020,2009000,0,53,55,90,60.0,18.0,12.0,0.6073,4486,0.3281,0.62,33.6
podlaskie,siemiatycki,2020,2010000,4,189,166,301,173.0,91.0,37.0,0.5918,4473,0.2316,0.56,35.9
podlaskie,sokolski,2020,2011000,12,249,275,537,289.0,57.0,191.0,0.6752,4528,0.1673,0.62,31.4
podlaskie,suwalski,2020,2012000,11,72,83,233,115.0,44.0,74.0,0.3835,4201,0.2703,0.66,32.7
podlaskie,wysokomazowiecki,2020,2013000,3,118,125,319,162.0,69.0,88.0,0.5755,5071,0.2741,0.65,33.2
podlaskie,zambrowski,2020,2014000,5,70,77,188,87.0,39.0,62.0,0.4891,4775,0.3152,0.69,29.0
podlaskie,lomzynski,2020,2007000,0,117,125,348,130.0,115.0,103.0,0.4875,5174,0.2167,0.69,32.0
pomorskie,bytowski,2020,2201000,13,112,88,437,157.0,84.0,196.0,0.506,4905,0.3222,0.74,26.4
pomorskie,chojnicki,2020,2202000,25,245,226,591,322.0,111.0,158.0,0.5653,4395,0.3363,0.71,27.7
pomorskie,czluchowski,2020,2203000,10,155,130,250,132.0,62.0,56.0,0.449,4569,0.401,0.72,26.5
pomorskie,gdanski,2020,2204000,52,107,140,430,140.0,57.0,233.0,0.4238,5014,0.3399,0.68,31.4
pomorskie,kartuski,2020,2205000,65,160,225,674,276.0,92.0,306.0,0.2582,4508,0.2098,0.69,32.3
pomorskie,koscierski,2020,2206000,37,97,137,452,169.0,54.0,229.0,0.4803,4328,0.2533,0.73,28.3
pomorskie,kwidzynski,2020,2207000,25,113,132,407,159.0,115.0,133.0,0.4736,4824,0.3382,0.76,24.3
pomorskie,leborski,2020,2208000,33,112,122,627,222.0,203.0,202.0,0.489,4800,0.4805,0.68,28.7
pomorskie,m. gdansk,2020,2261000,76,495,495,1976,1366.0,69.0,541.0,0.4147,6490,0.2945,0.62,29.6
pomorskie,m. gdynia,2020,2262000,58,198,237,571,417.0,71.0,83.0,0.334,5848,0.34,0.62,29.6
pomorskie,m. sopot,2020,2264000,18,79,83,235,203.0,15.0,17.0,0.3172,6529,0.3627,0.51,36.5
pomorskie,m. slupsk,2020,2263000,21,108,121,590,425.0,40.0,125.0,0.2829,4841,0.5587,0.62,27.5
pomorskie,malborski,2020,2209000,15,206,288,407,241.0,100.0,66.0,0.4632,4559,0.2953,0.73,25.3
pomorskie,nowodworski,2020,2210000,20,91,94,114,51.0,29.0,34.0,0.5009,4735,0.3613,0.63,32.1
pomorskie,pucki,2020,2211000,45,125,127,404,147.0,73.0,184.0,0.3981,4741,0.2822,0.6,37.0
pomorskie,starogardzki,2020,2213000,56,157,217,953,439.0,120.0,394.0,0.3939,4969,0.2851,0.72,27.2
pomorskie,sztumski,2020,2216000,54,107,122,172,115.0,32.0,25.0,0.4211,4719,0.376,0.76,24.3
pomorskie,slupski,2020,2212000,37,122,163,380,192.0,42.0,146.0,0.3992,4696,0.4438,0.68,29.1
pomorskie,tczewski,2020,2214000,61,223,223,925,323.0,242.0,360.0,0.4501,5031,0.2404,0.77,24.4
pomorskie,wejherowski,2020,2215000,99,238,385,1152,508.0,231.0,413.0,0.3777,4620,0.2238,0.72,28.3
warmińsko-mazurskie,bartoszycki,2020,2801000,7,143,126,508,214.0,78.0,216.0,0.5765,4589,0.3446,0.7,24.9
warmińsko-mazurskie,braniewski,2020,2802000,11,88,70,171,96.0,15.0,60.0,0.6275,4460,0.4375,0.74,24.8
warmińsko-mazurskie,dzialdowski,2020,2803000,18,243,185,499,302.0,61.0,136.0,0.6061,4145,0.4042,0.71,26.5
warmińsko-mazurskie,elblaski,2020,2804000,16,109,102,376,202.0,34.0,140.0,0.5481,4268,0.4571,0.75,26.0
warmińsko-mazurskie,elcki,2020,2805000,22,308,233,331,228.0,42.0,61.0,0.4649,4364,0.4303,0.7,25.2
warmińsko-mazurskie,gizycki,2020,2806000,13,100,94,155,119.0,11.0,25.0,0.401,4515,0.3645,0.65,28.1
warmińsko-mazurskie,goldapski,2020,2818000,20,129,120,163,95.0,17.0,51.0,0.5255,4227,0.4118,0.71,25.9
warmińsko-mazurskie,ilawski,2020,2807000,18,151,194,524,334.0,86.0,104.0,0.3499,4219,0.4158,0.73,25.9
warmińsko-mazurskie,ketrzynski,2020,2808000,10,173,172,269,168.0,59.0,42.0,0.6095,4560,0.4171,0.7,24.5
warmińsko-mazurskie,lidzbarski,2020,2809000,12,112,99,351,159.0,67.0,125.0,0.5279,4356,0.203,0.7,26.0
warmińsko-mazurskie,m. elblag,2020,2861000,26,219,200,977,543.0,414.0,20.0,0.4217,4952,0.4436,0.7,24.4
warmińsko-mazurskie,m. olsztyn,2020,2862000,15,67,442,1268,434.0,223.0,611.0,0.3727,5438,0.4286,0.62,27.8
warmińsko-mazurskie,mragowski,2020,2810000,10,116,111,324,141.0,87.0,96.0,0.4266,4311,0.4844,0.68,27.8
warmińsko-mazurskie,nidzicki,2020,2811000,5,93,74,222,99.0,78.0,45.0,0.4043,4207,0.3793,0.74,25.1
warmińsko-mazurskie,nowomiejski,2020,2812000,4,205,158,291,167.0,86.0,38.0,0.4824,3971,0.3699,0.73,26.8
warmińsko-mazurskie,olecki,2020,2813000,26,109,112,344,252.0,48.0,44.0,0.5241,4438,0.5577,0.7,26.5
warmińsko-mazurskie,olsztynski,2020,2814000,44,256,286,448,278.0,49.0,121.0,0.4691,4823,0.2998,0.68,30.1
warmińsko-mazurskie,ostrodzki,2020,2815000,12,231,228,638,340.0,90.0,208.0,0.5013,4440,0.49,0.72,25.5
warmińsko-mazurskie,piski,2020,2816000,7,183,216,188,137.0,38.0,13.0,0.4695,4633,0.3111,0.7,25.9
warmińsko-mazurskie,szczycienski,2020,2817000,10,84,80,195,94.0,31.0,70.0,0.4342,4523,0.2579,0.69,27.0
warmińsko-mazurskie,wegorzewski,2020,2819000,2,88,65,168,77.0,15.0,76.0,0.4805,4314,0.3194,0.65,28.4
wielkopolskie,chodzieski,2020,3001000,32,107,143,640,159.0,128.0,353.0,0.486,4550,0.299,0.71,27.8
wielkopolskie,czarnkowsko-trzcianecki,2020,3002000,21,159,182,446,210.0,90.0,146.0,0.3325,4869,0.3484,0.72,27.5
wielkopolskie,gnieznienski,2020,3003000,9,176,193,679,288.0,30.0,361.0,0.4269,4658,0.2442,0.69,28.0
wielkopolskie,gostynski,2020,3004000,19,63,87,460,268.0,142.0,50.0,0.4882,4698,0.2529,0.72,28.6
wielkopolskie,grodziski,2020,3005000,40,69,68,248,109.0,50.0,89.0,0.4026,4433,0.2163,0.74,28.2
wielkopolskie,jarocinski,2020,3006000,15,76,173,564,244.0,80.0,240.0,0.3606,4193,0.3801,0.71,28.1
wielkopolskie,kaliski,2020,3007000,9,86,101,386,173.0,86.0,127.0,0.4193,4195,0.3084,0.73,30.5
wielkopolskie,kolski,2020,3009000,9,140,152,485,219.0,74.0,192.0,0.3063,4895,0.3476,0.68,29.1
wielkopolskie,koninski,2020,3010000,13,169,160,628,237.0,184.0,207.0,0.5343,4184,0.2669,0.7,29.8
wielkopolskie,koscianski,2020,3011000,14,156,177,434,231.0,76.0,127.0,0.3886,4582,0.3148,0.71,29.0
wielkopolskie,krotoszynski,2020,3012000,19,96,97,429,158.0,124.0,147.0,0.4118,4020,0.3697,0.69,29.6
wielkopolskie,kepinski,2020,3008000,15,61,101,267,134.0,63.0,70.0,0.4307,3872,0.349,0.66,31.0
wielkopolskie,leszczynski,2020,3013000,16,54,74,302,104.0,73.0,125.0,0.3948,4953,0.2424,0.66,33.9
wielkopolskie,m. kalisz,2020,3061000,25,123,145,416,213.0,28.0,175.0,0.4191,4718,0.4925,0.62,29.4
wielkopolskie,m. konin,2020,3062000,23,4,129,421,214.0,37.0,170.0,0.5092,4858,0.3964,0.62,27.9
wielkopolskie,m. leszno,2020,3063000,0,59,98,233,153.0,41.0,39.0,0.4222,4824,0.4957,0.6,31.3
wielkopolskie,m. poznan,2020,3064000,21,94,1055,2863,1798.0,351.0,714.0,0.2991,6104,0.2486,0.56,33.2
wielkopolskie,miedzychodzki,2020,3014000,4,87,79,134,77.0,16.0,41.0,0.4095,4519,0.2458,0.68,30.1
wielkopolskie,nowotomyski,2020,3015000,15,69,92,258,101.0,45.0,112.0,0.2878,4807,0.2208,0.69,29.6
wielkopolskie,obornicki,2020,3016000,25,46,87,305,120.0,34.0,151.0,0.3374,4854,0.2933,0.72,27.6
wielkopolskie,ostrowski,2020,3017000,31,560,599,2050,787.0,712.0,551.0,0.3174,4542,0.3429,0.66,31.0
wielkopolskie,ostrzeszowski,2020,3018000,8,51,61,230,106.0,45.0,79.0,0.4634,4488,0.3317,0.65,32.0
wielkopolskie,pilski,2020,3019000,76,258,414,976,420.0,114.0,442.0,0.3664,4928,0.3124,0.71,26.5
wielkopolskie,pleszewski,2020,3020000,7,98,161,333,171.0,40.0,122.0,0.3871,4471,0.2648,0.71,29.5
wielkopolskie,poznanski,2020,3021000,122,483,600,2245,919.0,517.0,809.0,0.2767,4776,0.2634,0.65,34.1
wielkopolskie,rawicki,2020,3022000,10,122,114,410,161.0,114.0,135.0,0.4373,4357,0.3482,0.68,29.6
wielkopolskie,szamotulski,2020,3024000,28,110,143,556,204.0,167.0,185.0,0.3558,5274,0.2345,0.68,29.8
wielkopolskie,slupecki,2020,3023000,11,89,105,265,137.0,40.0,88.0,0.4696,4690,0.2062,0.69,29.3
wielkopolskie,turecki,2020,3027000,9,145,188,439,172.0,148.0,119.0,0.3716,4266,0.3248,0.68,28.9
wielkopolskie,wolsztynski,2020,3029000,15,46,49,209,73.0,57.0,79.0,0.3285,4489,0.176,0.71,29.8
wielkopolskie,wrzesinski,2020,3030000,12,95,94,324,192.0,77.0,55.0,0.359,4779,0.2977,0.67,29.2
wielkopolskie,wagrowiecki,2020,3028000,35,74,168,519,191.0,74.0,254.0,0.408,4491,0.3475,0.71,28.2
wielkopolskie,zlotowski,2020,3031000,17,93,177,432,213.0,36.0,183.0,0.4685,4041,0.3291,0.72,26.7
wielkopolskie,sredzki,2020,3025000,38,70,113,317,165.0,39.0,113.0,0.4688,5004,0.2586,0.7,29.2
wielkopolskie,sremski,2020,3026000,42,66,97,421,153.0,25.0,243.0,0.2693,4480,0.3412,0.71,27.4
zachodniopomorskie,bialogardzki,2020,3201000,2,51,36,217,95.0,65.0,57.0,0.5878,4672,0.3636,0.7,26.5
zachodniopomorskie,choszczenski,2020,3202000,8,65,99,102,83.0,7.0,12.0,0.5792,4599,0.4684,0.69,26.5
zachodniopomorskie,drawski,2020,3203000,32,141,146,319,121.0,120.0,78.0,0.5348,4416,0.2864,0.69,26.7
zachodniopomorskie,goleniowski,2020,3204000,47,169,188,365,182.0,84.0,99.0,0.4239,5102,0.4153,0.68,28.4
zachodniopomorskie,gryficki,2020,3205000,36,68,97,482,189.0,128.0,165.0,0.3714,4388,0.3527,0.67,28.5
zachodniopomorskie,gryfinski,2020,3206000,17,157,165,577,252.0,139.0,186.0,0.5716,4898,0.4247,0.7,26.6
zachodniopomorskie,kamienski,2020,3207000,26,95,97,323,125.0,95.0,103.0,0.5782,4304,0.457,0.53,37.1
zachodniopomorskie,koszalinski,2020,3209000,44,103,116,296,137.0,76.0,83.0,0.5313,4616,0.3213,0.63,33.3
zachodniopomorskie,kolobrzeski,2020,3208000,22,83,146,295,186.0,56.0,53.0,0.1176,4575,0.4024,0.56,36.1
zachodniopomorskie,m. koszalin,2020,3261000,0,90,169,69,36.0,0.0,33.0,0.4618,4973,0.4025,0.63,28.4
zachodniopomorskie,m. szczecin,2020,3262000,50,2755,1128,524,306.0,30.0,188.0,0.3175,5695,0.3504,0.62,29.2
zachodniopomorskie,m. swinoujscie,2020,3263000,12,108,54,96,79.0,13.0,4.0,0.3683,5517,0.4491,0.55,32.8
zachodniopomorskie,mysliborski,2020,3210000,22,80,82,134,70.0,42.0,22.0,0.4847,4503,0.4144,0.69,26.4
zachodniopomorskie,policki,2020,3211000,13,233,184,442,369.0,68.0,5.0,0.4786,5535,0.6059,0.65,32.8
zachodniopomorskie,pyrzycki,2020,3212000,5,55,69,139,74.0,37.0,28.0,0.5222,4428,0.3429,0.73,25.6
zachodniopomorskie,stargardzki,2020,3214000,19,322,349,190,110.0,40.0,40.0,0.4769,4750,0.4352,0.69,26.7
zachodniopomorskie,szczecinecki,2020,3215000,22,96,107,360,135.0,105.0,120.0,0.5549,4827,0.2863,0.68,26.6
zachodniopomorskie,slawienski,2020,3213000,8,67,59,56,42.0,5.0,9.0,0.5577,4350,0.3688,0.67,29.5
zachodniopomorskie,walecki,2020,3217000,9,137,200,225,133.0,32.0,60.0,0.4879,4678,0.3402,0.69,27.1
zachodniopomorskie,lobeski,2020,3218000,8,69,102,181,76.0,42.0,63.0,0.6098,4713,0.5179,0.7,26.1
zachodniopomorskie,swidwinski,2020,3216000,31,119,158,516,163.0,154.0,199.0,0.5017,4339,0.4071,0.7,26.4
łódzkie,belchatowski,2020,1001000,30,143,171,419,210.0,111.0,98.0,0.5452,7002,0.3038,0.63,31.4
łódzkie,brzezinski,2020,1021000,8,37,35,117,59.0,11.0,47.0,0.5112,4113,0.4124,0.65,32.4
łódzkie,kutnowski,2020,1002000,22,209,196,529,298.0,47.0,184.0,0.6045,4786,0.2991,0.66,27.7
łódzkie,m. piotrkow trybunalski,2020,1062000,25,157,176,10,10.0,0.0,0.0,0.521,4422,0.4545,0.62,28.8
łódzkie,m. skierniewice,2020,1063000,3,106,106,293,199.0,91.0,3.0,0.5215,4691,0.399,0.61,30.2
łódzkie,m. lodz,2020,1061000,138,345,1463,1483,938.0,209.0,336.0,0.5429,5510,0.4055,0.59,30.2
łódzkie,opoczynski,2020,1007000,10,88,127,239,146.0,38.0,55.0,0.4224,4343,0.1993,0.68,29.6
łódzkie,pabianicki,2020,1008000,38,63,110,483,260.0,84.0,139.0,0.5192,4675,0.3952,0.62,31.5
łódzkie,pajeczanski,2020,1009000,3,49,72,147,91.0,12.0,44.0,0.5009,4573,0.4048,0.65,31.1
łódzkie,piotrkowski,2020,1010000,24,187,189,447,263.0,75.0,109.0,0.4595,4255,0.2338,0.67,31.9
łódzkie,poddebicki,2020,1011000,9,43,49,155,80.0,14.0,61.0,0.5569,5688,0.3182,0.63,33.1
łódzkie,radomszczanski,2020,1012000,52,182,159,405,266.0,55.0,84.0,0.4512,4368,0.2402,0.64,31.5
łódzkie,rawski,2020,1013000,4,52,70,277,139.0,88.0,50.0,0.4254,4509,0.2081,0.7,28.9
łódzkie,sieradzki,2020,1014000,25,183,192,395,221.0,54.0,120.0,0.4911,4741,0.4102,0.68,29.8
łódzkie,skierniewicki,2020,1015000,6,52,75,102,77.0,15.0,10.0,0.5215,4451,0.2143,0.69,31.4
łódzkie,tomaszowski,2020,1016000,11,202,214,452,324.0,56.0,72.0,0.4917,4473,0.3262,0.65,29.8
łódzkie,wielunski,2020,1017000,20,74,83,260,149.0,35.0,76.0,0.549,4342,0.3611,0.65,31.6
łódzkie,wieruszowski,2020,1018000,18,45,51,74,46.0,14.0,14.0,0.4193,4165,0.4167,0.65,32.3
łódzkie,zdunskowolski,2020,1019000,8,51,52,104,74.0,16.0,14.0,0.5186,4382,0.4395,0.67,29.0
łódzkie,zgierski,2020,1020000,47,283,295,736,494.0,138.0,104.0,0.4573,5081,0.4165,0.63,31.7
łódzkie,laski,2020,1003000,2,38,64,108,66.0,24.0,18.0,0.4902,4162,0.3943,0.62,32.5
łódzkie,lowicki,2020,1005000,15,111,148,359,246.0,52.0,61.0,0.5163,4460,0.2741,0.64,32.0
łódzkie,lodzki wschodni,2020,1006000,9,54,76,154,111.0,23.0,20.0,0.5095,4423,0.4055,0.63,35.8
łódzkie,leczycki,2020,1004000,13,59,77,212,111.0,44.0,57.0,0.608,4822,0.2609,0.71,28.7
śląskie,bielski,2020,2402000,26,209,203,680,326.0,79.0,275.0,0.3463,4819,0.3441,0.67,30.9
śląskie,bierunsko-ledzinski,2020,2414000,12,57,93,306,144.0,38.0,124.0,0.307,4649,0.3665,0.68,30.5
śląskie,bedzinski,2020,2401000,80,179,239,706,339.0,43.0,324.0,0.4129,4643,0.4283,0.62,31.1
śląskie,cieszynski,2020,2403000,44,220,221,784,367.0,77.0,340.0,0.4534,4660,0.3659,0.6,33.6
śląskie,czestochowski,2020,2404000,9,155,160,413,231.0,41.0,141.0,0.4135,4603,0.2783,0.65,33.5
śląskie,gliwicki,2020,2405000,39,114,175,638,321.0,35.0,282.0,0.3983,4696,0.4072,0.67,28.8
śląskie,klobucki,2020,2406000,13,122,150,458,228.0,64.0,166.0,0.477,4087,0.3119,0.67,32.2
śląskie,lubliniecki,2020,2407000,15,57,71,241,94.0,15.0,132.0,0.528,4660,0.3263,0.65,31.0
śląskie,m. bielsko-biala,2020,2461000,85,142,203,1013,544.0,54.0,415.0,0.345,5321,0.4527,0.62,30.7
śląskie,m. bytom,2020,2462000,109,212,263,741,322.0,38.0,381.0,0.5056,5117,0.3759,0.65,26.7
śląskie,m. chorzow,2020,2463000,15,76,137,605,321.0,44.0,240.0,0.4287,4910,0.3238,0.64,27.1
śląskie,m. czestochowa,2020,2464000,23,68,339,936,562.0,174.0,200.0,0.3483,4875,0.4449,0.63,29.8
śląskie,m. dabrowa gornicza,2020,2465000,27,132,133,227,109.0,12.0,106.0,0.4371,5811,0.5905,0.66,27.4
śląskie,m. gliwice,2020,2466000,56,178,235,760,372.0,39.0,349.0,0.3728,6164,0.4492,0.62,29.1
śląskie,m. jastrzebie-zdroj,2020,2467000,44,317,232,793,361.0,74.0,358.0,0.358,8377,0.3067,0.69,26.9
śląskie,m. jaworzno,2020,2468000,68,253,203,668,362.0,65.0,241.0,0.4113,5976,0.4777,0.68,27.9
śląskie,m. katowice,2020,2469000,78,130,371,1967,1052.0,232.0,683.0,0.327,6525,0.3583,0.57,31.7
śląskie,m. myslowice,2020,2470000,13,193,188,576,241.0,46.0,289.0,0.4302,4763,0.5226,0.66,28.8
śląskie,m. piekary slaskie,2020,2471000,20,82,86,310,112.0,13.0,185.0,0.4958,5375,0.3463,0.67,26.3
śląskie,m. ruda slaska,2020,2472000,79,57,167,627,211.0,31.0,385.0,0.2478,4816,0.3757,0.67,25.8
śląskie,m. rybnik,2020,2473000,25,350,326,779,346.0,59.0,374.0,0.3961,4987,0.2322,0.64,29.4
śląskie,m. siemianowice slaskie,2020,2474000,14,47,97,289,187.0,5.0,97.0,0.3448,5005,0.433,0.65,26.3
śląskie,m. sosnowiec,2020,2475000,22,161,139,687,330.0,65.0,292.0,0.4566,5008,0.479,0.64,26.8
śląskie,m. tychy,2020,2477000,20,63,235,659,303.0,42.0,314.0,0.3258,5269,0.4269,0.68,27.1
śląskie,m. zabrze,2020,2478000,62,238,180,871,363.0,23.0,485.0,0.4259,5232,0.4553,0.68,25.4
śląskie,m. swietochlowice,2020,2476000,11,17,91,333,219.0,16.0,98.0,0.4428,4609,0.3158,0.66,25.5
śląskie,m. zory,2020,2479000,18,80,100,409,201.0,14.0,194.0,0.3274,4781,0.2759,0.7,27.3
śląskie,mikolowski,2020,2408000,20,81,84,623,387.0,25.0,211.0,0.347,5002,0.2983,0.64,31.9
śląskie,myszkowski,2020,2409000,15,94,125,328,148.0,16.0,164.0,0.4145,4532,0.4191,0.62,33.3
śląskie,pszczynski,2020,2410000,48,96,158,390,190.0,26.0,174.0,0.3859,4674,0.2755,0.67,31.2
śląskie,raciborski,2020,2411000,20,163,150,737,463.0,49.0,225.0,0.507,5199,0.1945,0.62,31.1
śląskie,rybnicki,2020,2412000,47,140,162,479,225.0,28.0,226.0,0.4299,4686,0.2203,0.68,28.9
śląskie,tarnogorski,2020,2413000,43,173,204,781,327.0,33.0,421.0,0.4907,4858,0.428,0.63,31.5
śląskie,wodzislawski,2020,2415000,68,260,270,956,404.0,63.0,489.0,0.4266,4323,0.2202,0.66,29.8
