LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS
2197,wielkopolskie,gnieźnieński,Witkowo,miejsko-wiejska,OPS,303003103000,19,19,X,X,X,X
2198,wielkopolskie,gostyński,Borek Wielkopolski,miejsko-wiejska,OPS,303004013000,12,12,X,X,X,X
2199,wielkopolskie,gostyński,Gostyń,miejsko-wiejska,OPS,303004023000,0,0,X,X,X,X
2200,wielkopolskie,gostyński,Krobia,miejsko-wiejska,OPS,303004033000,4,4,X,X,X,X
2201,wielkopolskie,gostyński,Pępowo,wiejska,OPS,303004042000,6,6,X,X,X,X
2202,wielkopolskie,gostyński,Piaski,wiejska,OPS,303004052000,11,11,X,X,X,X
2203,wielkopolskie,gostyński,Pogorzela,miejsko-wiejska,OPS,303004063000,2,2,X,X,X,X
2204,wielkopolskie,gostyński,Poniec,miejsko-wiejska,OPS,303004073000,1,1,X,X,X,X
2205,wielkopolskie,grodziski,Granowo,wiejska,OPS,303005012000,6,6,X,X,X,X
2206,wielkopolskie,grodziski,Grodzisk Wielkopolski,miejsko-wiejska,OPS,303005023000,35,35,X,X,X,X
2207,wielkopolskie,grodziski,Kamieniec,wiejska,OPS,303005032000,14,14,X,X,X,X
2208,wielkopolskie,grodziski,Rakoniewice,miejsko-wiejska,OPS,303005043000,15,15,X,X,X,X
2209,wielkopolskie,grodziski,Wielichowo,miejsko-wiejska,OPS,303005053000,10,10,X,X,X,X
2210,wielkopolskie,jarociński,Jaraczewo,miejsko-wiejska,OPS,303006012000,13,13,X,X,X,X
2211,wielkopolskie,jarociński,Jarocin,miejsko-wiejska,OPS,303006023000,82,82,X,X,X,X
2212,wielkopolskie,jarociński,Kotlin,wiejska,OPS,303006032000,20,20,X,X,X,X
2213,wielkopolskie,jarociński,Żerków,miejsko-wiejska,OPS,303006043000,9,9,X,X,X,X
2214,wielkopolskie,kaliski,Blizanów,wiejska,OPS,303007012000,0,0,X,X,X,X
2215,wielkopolskie,kaliski,Brzeziny,wiejska,OPS,303007022000,0,0,X,X,X,X
2216,wielkopolskie,kaliski,Ceków-Kolonia,wiejska,OPS,303007032000,7,7,X,X,X,X
2217,wielkopolskie,kaliski,Godziesze Wielkie,wiejska,OPS,303007042000,12,12,X,X,X,X
2218,wielkopolskie,kaliski,Koźminek,wiejska,OPS,303007052000,10,10,X,X,X,X
2219,wielkopolskie,kaliski,Lisków,wiejska,OPS,303007062000,7,7,X,X,X,X
2220,wielkopolskie,kaliski,Mycielin,wiejska,OPS,303007072000,4,4,X,X,X,X
2221,wielkopolskie,kaliski,Opatówek,miejsko-wiejska,OPS,303007082000,8,8,X,X,X,X
2222,wielkopolskie,kaliski,Stawiszyn,miejsko-wiejska,OPS,303007093000,9,9,X,X,X,X
2223,wielkopolskie,kaliski,Szczytniki,wiejska,OPS,303007102000,2,2,X,X,X,X
2224,wielkopolskie,kaliski,Żelazków,wiejska,OPS,303007112000,10,10,X,X,X,X
2225,wielkopolskie,m. Kalisz,M. Kalisz,miejska,MOPR,253061011000,118,118,X,X,X,X
2226,wielkopolskie,kępiński,Baranów,wiejska,OPS,303008012000,14,14,X,X,X,X
2227,wielkopolskie,kępiński,Bralin,wiejska,OPS,303008022000,5,5,X,X,X,X
2228,wielkopolskie,kępiński,Kępno,miejsko-wiejska,OPS,303008033000,41,41,X,X,X,X
2229,wielkopolskie,kępiński,Łęka Opatowska,wiejska,OPS,303008042000,7,7,X,X,X,X
2230,wielkopolskie,kępiński,Perzów,wiejska,OPS,303008052000,10,10,X,X,X,X
2231,wielkopolskie,kępiński,Rychtal,wiejska,OPS,303008062000,10,10,X,X,X,X
2232,wielkopolskie,kępiński,Trzcinica,wiejska,OPS,303008072000,7,7,X,X,X,X
2233,wielkopolskie,kolski,Babiak,wiejska,OPS,303009022000,16,16,X,X,X,X
2234,wielkopolskie,kolski,Chodów,wiejska,OPS,303009032000,0,0,X,X,X,X
2235,wielkopolskie,kolski,Dąbie,miejsko-wiejska,OPS,303009043000,7,7,X,X,X,X
2236,wielkopolskie,kolski,Grzegorzew,wiejska,OPS,303009052000,10,10,X,X,X,X
2237,wielkopolskie,kolski,Kłodawa,miejsko-wiejska,OPS,303009063000,22,22,X,X,X,X
2238,wielkopolskie,kolski,Koło,miejska,OPS,303009011000,43,43,X,X,X,X
2239,wielkopolskie,kolski,Koło,wiejska,OPS,303009072000,11,11,X,X,X,X
2240,wielkopolskie,kolski,Kościelec,wiejska,OPS,303009082000,27,27,X,X,X,X
2241,wielkopolskie,kolski,Olszówka,wiejska,OPS,303009092000,6,6,X,X,X,X
2242,wielkopolskie,kolski,Osiek Mały,wiejska,OPS,303009102000,9,9,X,X,X,X
2243,wielkopolskie,kolski,Przedecz,miejsko-wiejska,OPS,303009113000,0,0,X,X,X,X
2244,wielkopolskie,m. Konin,M. Konin,miejska,MOPR,253062011000,229,229,X,X,X,X
2245,wielkopolskie,koniński,Golina,miejsko-wiejska,OPS,303010013000,17,17,X,X,X,X
2246,wielkopolskie,koniński,Grodziec,wiejska,OPS,303010022000,9,9,X,X,X,X
2247,wielkopolskie,koniński,Kazimierz Biskupi,wiejska,OPS,303010032000,14,14,X,X,X,X
2248,wielkopolskie,koniński,Kleczew,miejsko-wiejska,OPS,303010043000,1,1,X,X,X,X
2249,wielkopolskie,koniński,Kramsk,wiejska,OPS,303010052000,35,35,X,X,X,X
2250,wielkopolskie,koniński,Krzymów,wiejska,OPS,303010062000,14,14,X,X,X,X
2251,wielkopolskie,koniński,Rychwał,miejsko-wiejska,OPS,303010073000,19,19,X,X,X,X
2252,wielkopolskie,koniński,Rzgów,wiejska,OPS,303010082000,14,14,X,X,X,X
2253,wielkopolskie,koniński,Skulsk,wiejska,OPS,303010092000,4,4,X,X,X,X
2254,wielkopolskie,koniński,Sompolno,miejsko-wiejska,OPS,303010103000,2,2,X,X,X,X
2255,wielkopolskie,koniński,Stare Miasto,wiejska,OPS,303010112000,0,0,X,X,X,X
2256,wielkopolskie,koniński,Ślesin,miejsko-wiejska,OPS,303010123000,15,15,X,X,X,X
2257,wielkopolskie,koniński,Wierzbinek,wiejska,OPS,303010132000,8,8,X,X,X,X
2258,wielkopolskie,koniński,Wilczyn,wiejska,OPS,303010142000,6,6,X,X,X,X
2259,wielkopolskie,kościański,Czempiń,miejsko-wiejska,OPS,303011023000,16,16,X,X,X,X
2260,wielkopolskie,kościański,Kościan,miejska,OPS,303011011000,42,42,X,X,X,X
2261,wielkopolskie,kościański,Kościan,wiejska,OPS,303011032000,38,38,X,X,X,X
2262,wielkopolskie,kościański,Krzywiń,miejsko-wiejska,OPS,303011043000,15,15,X,X,X,X
2263,wielkopolskie,kościański,Śmigiel,miejsko-wiejska,OPS,303011053000,22,22,X,X,X,X
2264,wielkopolskie,krotoszyński,Kobylin,miejsko-wiejska,OPS,303012023000,17,17,X,X,X,X
2265,wielkopolskie,krotoszyński,Koźmin Wielkopolski,miejsko-wiejska,OPS,303012033000,0,0,X,X,X,X
2266,wielkopolskie,krotoszyński,Krotoszyn,miejsko-wiejska,OPS,303012043000,60,60,X,X,X,X
2267,wielkopolskie,krotoszyński,Rozdrażew,wiejska,OPS,303012052000,6,6,X,X,X,X
2268,wielkopolskie,krotoszyński,Sulmierzyce,miejska,OPS,303012011000,9,9,X,X,X,X
2269,wielkopolskie,krotoszyński,Zduny,miejsko-wiejska,OPS,303012063000,9,9,X,X,X,X
2270,wielkopolskie,leszczyński,Krzemieniewo,wiejska,OPS,303013012000,6,6,X,X,X,X
2271,wielkopolskie,leszczyński,Lipno,wiejska,OPS,303013022000,15,15,X,X,X,X
2272,wielkopolskie,leszczyński,Osieczna,miejsko-wiejska,OPS,303013033000,13,13,X,X,X,X
2273,wielkopolskie,leszczyński,Rydzyna,miejsko-wiejska,OPS,303013043000,25,25,X,X,X,X
2274,wielkopolskie,leszczyński,Święciechowa,wiejska,OPS,303013052000,0,0,X,X,X,X
2275,wielkopolskie,leszczyński,Wijewo,wiejska,OPS,303013062000,0,0,X,X,X,X
2276,wielkopolskie,leszczyński,Włoszakowice,wiejska,OPS,303013072000,16,16,X,X,X,X
2277,wielkopolskie,m. Leszno,M. Leszno,miejska,MOPR,253063011000,97,97,X,X,X,X
2278,wielkopolskie,międzychodzki,Chrzypsko Wielkie,wiejska,OPS,303014012000,3,3,X,X,X,X
2279,wielkopolskie,międzychodzki,Kwilcz,wiejska,OPS,303014022000,5,5,X,X,X,X
2280,wielkopolskie,międzychodzki,Międzychód,miejsko-wiejska,OPS,303014033000,49,49,X,X,X,X
2281,wielkopolskie,międzychodzki,Sieraków,miejsko-wiejska,OPS,303014043000,12,12,X,X,X,X
2282,wielkopolskie,nowotomyski,Kuślin,wiejska,OPS,303015012000,4,4,X,X,X,X
2283,wielkopolskie,nowotomyski,Lwówek,miejsko-wiejska,OPS,303015023000,3,3,X,X,X,X
2284,wielkopolskie,nowotomyski,Miedzichowo,wiejska,OPS,303015032000,1,1,X,X,X,X
2285,wielkopolskie,nowotomyski,Nowy Tomyśl,miejsko-wiejska,OPS,303015043000,38,38,X,X,X,X
2286,wielkopolskie,nowotomyski,Opalenica,miejsko-wiejska,OPS,303015053000,21,21,X,X,X,X
2287,wielkopolskie,nowotomyski,Zbąszyń,miejsko-wiejska,OPS,303015063000,9,9,X,X,X,X
2288,wielkopolskie,obornicki,Oborniki,miejsko-wiejska,OPS,303016013000,81,81,X,X,X,X
2289,wielkopolskie,obornicki,Rogoźno,miejsko-wiejska,OPS,303016023000,39,39,X,X,X,X
2290,wielkopolskie,obornicki,Ryczywół,wiejska,OPS,303016032000,13,13,X,X,X,X
2291,wielkopolskie,ostrowski,Nowe Skalmierzyce,miejsko-wiejska,OPS,303017023000,7,7,X,X,X,X
2292,wielkopolskie,ostrowski,Odolanów,miejsko-wiejska,OPS,303017033000,12,12,X,X,X,X
2293,wielkopolskie,ostrowski,Ostrów Wielkopolski,miejska,OPS,303017011000,199,199,X,X,X,X
2294,wielkopolskie,ostrowski,Ostrów Wielkopolski,wiejska,OPS,303017042000,46,46,X,X,X,X
2295,wielkopolskie,ostrowski,Przygodzice,wiejska,OPS,303017052000,25,25,X,X,X,X
2296,wielkopolskie,ostrowski,Raszków,miejsko-wiejska,OPS,303017063000,30,30,X,X,X,X
2297,wielkopolskie,ostrowski,Sieroszewice,wiejska,OPS,303017072000,0,0,X,X,X,X
2298,wielkopolskie,ostrowski,Sośnie,wiejska,OPS,303017082000,12,12,X,X,X,X
2299,wielkopolskie,ostrzeszowski,Czajków,wiejska,OPS,303018012000,1,1,X,X,X,X
2300,wielkopolskie,ostrzeszowski,Doruchów,wiejska,OPS,303018022000,9,9,X,X,X,X
2301,wielkopolskie,ostrzeszowski,Grabów nad Prosną,miejsko-wiejska,OPS,303018033000,14,14,X,X,X,X
2302,wielkopolskie,ostrzeszowski,Kobyla Góra,wiejska,OPS,303018042000,0,0,X,X,X,X
2303,wielkopolskie,ostrzeszowski,Kraszewice,wiejska,OPS,303018052000,4,4,X,X,X,X
2304,wielkopolskie,ostrzeszowski,Mikstat,miejsko-wiejska,OPS,303018063000,6,6,X,X,X,X
2305,wielkopolskie,ostrzeszowski,Ostrzeszów,miejsko-wiejska,OPS,303018073000,48,48,X,X,X,X
2306,wielkopolskie,pilski,Białośliwie,wiejska,OPS,303019022000,12,12,X,X,X,X
2307,wielkopolskie,pilski,Kaczory,wiejska,OPS,303019032000,25,25,X,X,X,X
2308,wielkopolskie,pilski,Łobżenica,miejsko-wiejska,OPS,303019043000,13,13,X,X,X,X
2309,wielkopolskie,pilski,Miasteczko Krajeńskie,wiejska,OPS,303019052000,4,4,X,X,X,X
2310,wielkopolskie,pilski,Piła,miejska,OPS,303019011000,200,200,X,X,X,X
2311,wielkopolskie,pilski,Szydłowo,wiejska,OPS,303019062000,11,11,X,X,X,X
2312,wielkopolskie,pilski,Ujście,miejsko-wiejska,OPS,303019073000,8,8,X,X,X,X
2313,wielkopolskie,pilski,Wyrzysk,miejsko-wiejska,OPS,303019083000,27,27,X,X,X,X
2314,wielkopolskie,pilski,Wysoka,miejsko-wiejska,OPS,303019093000,14,14,X,X,X,X
2315,wielkopolskie,pleszewski,Chocz,miejsko-wiejska,OPS,303020012000,10,10,X,X,X,X
2316,wielkopolskie,pleszewski,Czermin,wiejska,OPS,303020022000,2,2,X,X,X,X
2317,wielkopolskie,pleszewski,Dobrzyca,miejsko-wiejska,OPS,303020032000,8,8,X,X,X,X
2318,wielkopolskie,pleszewski,Gizałki,wiejska,OPS,303020042000,3,3,X,X,X,X
2319,wielkopolskie,pleszewski,Gołuchów,wiejska,OPS,303020052000,22,22,X,X,X,X
2320,wielkopolskie,pleszewski,Pleszew,miejsko-wiejska,OPS,303020063000,21,21,X,X,X,X
2321,wielkopolskie,m. Poznań,M. Poznań,miejska,MOPR,253064011000,0,0,X,X,X,X
2322,wielkopolskie,poznański,Buk,miejsko-wiejska,OPS,303021033000,7,7,X,X,X,X
2323,wielkopolskie,poznański,Czerwonak,wiejska,OPS,303021042000,75,75,X,X,X,X
2324,wielkopolskie,poznański,Dopiewo,wiejska,OPS,303021052000,19,19,X,X,X,X
2325,wielkopolskie,poznański,Kleszczewo,wiejska,OPS,303021062000,7,7,X,X,X,X
2326,wielkopolskie,poznański,Komorniki,wiejska,OPS,303021072000,61,61,X,X,X,X
2327,wielkopolskie,poznański,Kostrzyn,miejsko-wiejska,OPS,303021083000,47,47,X,X,X,X
2328,wielkopolskie,poznański,Kórnik,miejsko-wiejska,OPS,303021093000,1,1,X,X,X,X
2329,wielkopolskie,poznański,Luboń,miejska,OPS,303021011000,67,67,X,X,X,X
2330,wielkopolskie,poznański,Mosina,miejsko-wiejska,OPS,303021103000,50,50,X,X,X,X
2331,wielkopolskie,poznański,Murowana Goślina,miejsko-wiejska,OPS,303021113000,5,5,X,X,X,X
2332,wielkopolskie,poznański,Pobiedziska,miejsko-wiejska,OPS,303021123000,101,101,X,X,X,X
2333,wielkopolskie,poznański,Puszczykowo,miejska,OPS,303021021000,12,12,X,X,X,X
2334,wielkopolskie,poznański,Rokietnica,wiejska,OPS,303021132000,28,28,X,X,X,X
2335,wielkopolskie,poznański,Stęszew,miejsko-wiejska,OPS,303021143000,50,50,X,X,X,X
2336,wielkopolskie,poznański,Suchy Las,wiejska,OPS,303021152000,37,37,X,X,X,X
2337,wielkopolskie,poznański,Swarzędz,miejsko-wiejska,OPS,303021163000,36,36,X,X,X,X
2338,wielkopolskie,poznański,Tarnowo Podgórne,wiejska,OPS,303021172000,24,24,X,X,X,X
2339,wielkopolskie,rawicki,Bojanowo,miejsko-wiejska,OPS,303022013000,12,12,X,X,X,X
2340,wielkopolskie,rawicki,Jutrosin,miejsko-wiejska,OPS,303022023000,6,6,X,X,X,X
2341,wielkopolskie,rawicki,Miejska Górka,miejsko-wiejska,OPS,303022033000,1,1,X,X,X,X
2342,wielkopolskie,rawicki,Pakosław,wiejska,OPS,303022042000,2,2,X,X,X,X
2343,wielkopolskie,rawicki,Rawicz,miejsko-wiejska,OPS,303022053000,68,68,X,X,X,X
2344,wielkopolskie,słupecki,Lądek,wiejska,OPS,303023022000,3,3,X,X,X,X
2345,wielkopolskie,słupecki,Orchowo,wiejska,OPS,303023032000,9,9,X,X,X,X
2346,wielkopolskie,słupecki,Ostrowite,wiejska,OPS,303023042000,8,8,X,X,X,X
2347,wielkopolskie,słupecki,Powidz,wiejska,OPS,303023052000,2,2,X,X,X,X
2348,wielkopolskie,słupecki,Słupca,miejska,OPS,303023011000,28,28,X,X,X,X
2349,wielkopolskie,słupecki,Słupca,wiejska,OPS,303023062000,13,13,X,X,X,X
2350,wielkopolskie,słupecki,Strzałkowo,wiejska,OPS,303023072000,8,8,X,X,X,X
2351,wielkopolskie,słupecki,Zagórów,miejsko-wiejska,OPS,303023083000,13,13,X,X,X,X
2352,wielkopolskie,szamotulski,Duszniki,wiejska,OPS,303024022000,17,17,X,X,X,X
2353,wielkopolskie,szamotulski,Kaźmierz,wiejska,OPS,303024032000,10,10,X,X,X,X
2354,wielkopolskie,szamotulski,Obrzycko,miejska,OPS,303024011000,4,4,X,X,X,X
2355,wielkopolskie,szamotulski,Obrzycko,wiejska,OPS,303024042000,0,0,X,X,X,X
2356,wielkopolskie,szamotulski,Ostroróg,miejsko-wiejska,OPS,303024053000,4,4,X,X,X,X
2357,wielkopolskie,szamotulski,Pniewy,miejsko-wiejska,OPS,303024063000,25,25,X,X,X,X
2358,wielkopolskie,szamotulski,Szamotuły,miejsko-wiejska,OPS,303024073000,70,70,X,X,X,X
2359,wielkopolskie,szamotulski,Wronki,miejsko-wiejska,OPS,303024083000,18,18,X,X,X,X
2360,wielkopolskie,średzki,Dominowo,wiejska,OPS,303025012000,11,11,X,X,X,X
2361,wielkopolskie,średzki,Krzykosy,wiejska,OPS,303025022000,18,18,X,X,X,X
2362,wielkopolskie,średzki,Nowe Miasto nad Wartą,wiejska,OPS,303025032000,8,8,X,X,X,X
2363,wielkopolskie,średzki,Środa Wielkopolska,miejsko-wiejska,OPS,303025043000,58,58,X,X,X,X
2364,wielkopolskie,średzki,Zaniemyśl,wiejska,OPS,303025052000,6,6,X,X,X,X
2365,wielkopolskie,śremski,Brodnica,wiejska,OPS,303026012000,13,13,X,X,X,X
2366,wielkopolskie,śremski,Dolsk,miejsko-wiejska,OPS,303026023000,9,9,X,X,X,X
2367,wielkopolskie,śremski,Książ Wielkopolski,miejsko-wiejska,OPS,303026033000,15,15,X,X,X,X
2368,wielkopolskie,śremski,Śrem,miejsko-wiejska,OPS,303026043000,101,101,X,X,X,X
2369,wielkopolskie,turecki,Brudzew,wiejska,OPS,303027022000,9,9,X,X,X,X
2370,wielkopolskie,turecki,Dobra,miejsko-wiejska,OPS,303027033000,9,9,X,X,X,X
2371,wielkopolskie,turecki,Kawęczyn,wiejska,OPS,303027042000,7,7,X,X,X,X
2372,wielkopolskie,turecki,Malanów,wiejska,OPS,303027052000,8,8,X,X,X,X
2373,wielkopolskie,turecki,Przykona,wiejska,OPS,303027062000,11,11,X,X,X,X
2374,wielkopolskie,turecki,Tuliszków,miejsko-wiejska,OPS,303027073000,17,17,X,X,X,X
2375,wielkopolskie,turecki,Turek,miejska,OPS,303027011000,25,25,X,X,X,X
2376,wielkopolskie,turecki,Turek,wiejska,OPS,303027082000,0,0,X,X,X,X
2377,wielkopolskie,turecki,Władysławów,wiejska,OPS,303027092000,14,14,X,X,X,X
2378,wielkopolskie,wągrowiecki,Damasławek,wiejska,OPS,303028022000,11,11,X,X,X,X
2379,wielkopolskie,wągrowiecki,Gołańcz,miejsko-wiejska,OPS,303028033000,3,3,X,X,X,X
2380,wielkopolskie,wągrowiecki,Mieścisko,wiejska,OPS,303028042000,2,2,X,X,X,X
2381,wielkopolskie,wągrowiecki,Skoki,miejsko-wiejska,OPS,303028053000,37,37,X,X,X,X
2382,wielkopolskie,wągrowiecki,Wapno,wiejska,OPS,303028062000,6,6,X,X,X,X
2383,wielkopolskie,wągrowiecki,Wągrowiec,miejska,OPS,303028011000,80,80,X,X,X,X
2384,wielkopolskie,wągrowiecki,Wągrowiec,wiejska,OPS,303028072000,29,29,X,X,X,X
2385,wielkopolskie,wolsztyński,Przemęt,wiejska,OPS,303029012000,19,19,X,X,X,X
2386,wielkopolskie,wolsztyński,Siedlec,wiejska,OPS,303029022000,0,0,X,X,X,X
2387,wielkopolskie,wolsztyński,Wolsztyn,miejsko-wiejska,OPS,303029033000,19,19,X,X,X,X
2388,wielkopolskie,wrzesiński,Kołaczkowo,wiejska,OPS,303030012000,2,2,X,X,X,X
2389,wielkopolskie,wrzesiński,Miłosław,miejsko-wiejska,OPS,303030023000,10,10,X,X,X,X
2390,wielkopolskie,wrzesiński,Nekla,miejsko-wiejska,OPS,303030033000,0,0,X,X,X,X
2391,wielkopolskie,wrzesiński,Pyzdry,miejsko-wiejska,OPS,303030043000,6,6,X,X,X,X
2392,wielkopolskie,wrzesiński,Września,miejsko-wiejska,OPS,303030053000,122,122,X,X,X,X
2393,wielkopolskie,złotowski,Jastrowie,miejsko-wiejska,OPS,303031023000,32,32,X,X,X,X
2394,wielkopolskie,złotowski,Krajenka,miejsko-wiejska,OPS,303031033000,0,0,X,X,X,X
2395,wielkopolskie,złotowski,Lipka,wiejska,OPS,303031042000,6,6,X,X,X,X
2396,wielkopolskie,złotowski,Okonek,miejsko-wiejska,OPS,303031053000,6,6,X,X,X,X
2397,wielkopolskie,złotowski,Tarnówka,wiejska,OPS,303031062000,10,10,X,X,X,X
2398,wielkopolskie,złotowski,Zakrzewo,wiejska,OPS,303031072000,5,5,X,X,X,X
2399,wielkopolskie,złotowski,Złotów,miejska,OPS,303031011000,33,33,X,X,X,X
2400,wielkopolskie,złotowski,Złotów,wiejska,OPS,303031082000,20,20,X,X,X,X
2401,zachodniopomorskie,-,-,-,WPS,103200000000,2886,2886,X,X,X,X
2402,zachodniopomorskie,białogardzki,Białogard,miejska,OPS,303201011000,34,34,X,X,X,X
2403,zachodniopomorskie,białogardzki,Białogard,wiejska,OPS,303201022000,25,25,X,X,X,X
2404,zachodniopomorskie,białogardzki,Karlino,miejsko-wiejska,OPS,303201033000,20,20,X,X,X,X
2405,zachodniopomorskie,białogardzki,Tychowo,miejsko-wiejska,OPS,303201043000,4,4,X,X,X,X
2406,zachodniopomorskie,choszczeński,Bierzwnik,wiejska,OPS,303202012000,4,4,X,X,X,X
2407,zachodniopomorskie,choszczeński,Choszczno,miejsko-wiejska,OPS,303202023000,0,0,X,X,X,X
2408,zachodniopomorskie,choszczeński,Drawno,miejsko-wiejska,OPS,303202033000,10,10,X,X,X,X
2409,zachodniopomorskie,choszczeński,Krzęcin,wiejska,OPS,303202042000,8,8,X,X,X,X
2410,zachodniopomorskie,choszczeński,Pełczyce,miejsko-wiejska,OPS,303202053000,5,5,X,X,X,X
2411,zachodniopomorskie,choszczeński,Recz,miejsko-wiejska,OPS,303202063000,6,6,X,X,X,X
2412,zachodniopomorskie,drawski,Czaplinek,miejsko-wiejska,OPS,303203013000,0,0,X,X,X,X
2413,zachodniopomorskie,drawski,Drawsko Pomorskie,miejsko-wiejska,OPS,303203023000,41,41,X,X,X,X
2414,zachodniopomorskie,drawski,Kalisz Pomorski,miejsko-wiejska,OPS,303203033000,30,30,X,X,X,X
2415,zachodniopomorskie,drawski,Wierzchowo,wiejska,OPS,303203052000,10,10,X,X,X,X
2416,zachodniopomorskie,drawski,Złocieniec,miejsko-wiejska,OPS,303203063000,28,28,X,X,X,X
2417,zachodniopomorskie,goleniowski,Goleniów,miejsko-wiejska,OPS,303204023000,43,43,X,X,X,X
2418,zachodniopomorskie,goleniowski,Maszewo,miejsko-wiejska,OPS,303204033000,33,33,X,X,X,X
2419,zachodniopomorskie,goleniowski,Nowogard,miejsko-wiejska,OPS,303204043000,38,38,X,X,X,X
2420,zachodniopomorskie,goleniowski,Osina,wiejska,OPS,303204052000,3,3,X,X,X,X
2421,zachodniopomorskie,goleniowski,Przybiernów,wiejska,OPS,303204062000,0,0,X,X,X,X
2422,zachodniopomorskie,goleniowski,Stepnica,miejsko-wiejska,OPS,303204072000,23,23,X,X,X,X
2423,zachodniopomorskie,gryficki,Brojce,wiejska,OPS,303205012000,5,5,X,X,X,X
2424,zachodniopomorskie,gryficki,Gryfice,miejsko-wiejska,OPS,303205023000,41,41,X,X,X,X
2425,zachodniopomorskie,gryficki,Karnice,wiejska,OPS,303205032000,6,6,X,X,X,X
2426,zachodniopomorskie,gryficki,Płoty,miejsko-wiejska,OPS,303205043000,25,25,X,X,X,X
2427,zachodniopomorskie,gryficki,Rewal,wiejska,OPS,303205072000,1,1,X,X,X,X
2428,zachodniopomorskie,gryficki,Trzebiatów,miejsko-wiejska,OPS,303205083000,13,13,X,X,X,X
2429,zachodniopomorskie,gryfiński,Banie,wiejska,OPS,303206012000,9,9,X,X,X,X
2430,zachodniopomorskie,gryfiński,Cedynia,miejsko-wiejska,OPS,303206023000,2,2,X,X,X,X
2431,zachodniopomorskie,gryfiński,Chojna,miejsko-wiejska,OPS,303206033000,19,19,X,X,X,X
2432,zachodniopomorskie,gryfiński,Gryfino,miejsko-wiejska,OPS,303206043000,57,57,X,X,X,X
2433,zachodniopomorskie,gryfiński,Mieszkowice,miejsko-wiejska,OPS,303206053000,7,7,X,X,X,X
2434,zachodniopomorskie,gryfiński,Moryń,miejsko-wiejska,OPS,303206063000,9,9,X,X,X,X
2435,zachodniopomorskie,gryfiński,Stare Czarnowo,wiejska,OPS,303206072000,7,7,X,X,X,X
2436,zachodniopomorskie,gryfiński,Trzcińsko-Zdrój,miejsko-wiejska,OPS,303206083000,2,2,X,X,X,X
2437,zachodniopomorskie,gryfiński,Widuchowa,wiejska,OPS,303206092000,8,8,X,X,X,X
2438,zachodniopomorskie,kamieński,Dziwnów,miejsko-wiejska,OPS,303207013000,2,2,X,X,X,X
2439,zachodniopomorskie,kamieński,Golczewo,miejsko-wiejska,OPS,303207023000,8,8,X,X,X,X
2440,zachodniopomorskie,kamieński,Kamień Pomorski,miejsko-wiejska,OPS,303207033000,28,28,X,X,X,X
2441,zachodniopomorskie,kamieński,Międzyzdroje,miejsko-wiejska,OPS,303207043000,28,28,X,X,X,X
2442,zachodniopomorskie,kamieński,Świerzno,wiejska,OPS,303207052000,8,8,X,X,X,X
2443,zachodniopomorskie,kamieński,Wolin,miejsko-wiejska,OPS,303207063000,11,11,X,X,X,X
2444,zachodniopomorskie,kołobrzeski,Dygowo,wiejska,OPS,303208022000,15,15,X,X,X,X
2445,zachodniopomorskie,kołobrzeski,Gościno,miejsko-wiejska,OPS,303208033000,5,5,X,X,X,X
2446,zachodniopomorskie,kołobrzeski,Kołobrzeg,miejska,OPS,303208011000,25,25,X,X,X,X
2447,zachodniopomorskie,kołobrzeski,Kołobrzeg,wiejska,OPS,303208042000,10,10,X,X,X,X
2448,zachodniopomorskie,kołobrzeski,Rymań,wiejska,OPS,303208052000,6,6,X,X,X,X
2449,zachodniopomorskie,kołobrzeski,Siemyśl,wiejska,OPS,303208062000,4,4,X,X,X,X
2450,zachodniopomorskie,kołobrzeski,Ustronie Morskie,wiejska,OPS,303208072000,1,1,X,X,X,X
2451,zachodniopomorskie,m. Koszalin,M. Koszalin,miejska,MOPR,253261011000,142,142,X,X,X,X
2452,zachodniopomorskie,koszaliński,Będzino,wiejska,OPS,303209012000,23,23,X,X,X,X
2453,zachodniopomorskie,koszaliński,Biesiekierz,wiejska,OPS,303209022000,4,4,X,X,X,X
2454,zachodniopomorskie,koszaliński,Bobolice,miejsko-wiejska,OPS,303209033000,5,5,X,X,X,X
2455,zachodniopomorskie,koszaliński,Manowo,wiejska,OPS,303209042000,13,13,X,X,X,X
2456,zachodniopomorskie,koszaliński,Mielno,miejsko-wiejska,OPS,303209052000,0,0,X,X,X,X
2457,zachodniopomorskie,koszaliński,Polanów,miejsko-wiejska,OPS,303209063000,0,0,X,X,X,X
2458,zachodniopomorskie,koszaliński,Sianów,miejsko-wiejska,OPS,303209073000,14,14,X,X,X,X
2459,zachodniopomorskie,koszaliński,Świeszyno,wiejska,OPS,303209082000,15,15,X,X,X,X
2460,zachodniopomorskie,łobeski,Dobra,miejsko-wiejska,OPS,303218013000,8,8,X,X,X,X
2461,zachodniopomorskie,łobeski,Łobez,miejsko-wiejska,OPS,303218023000,7,7,X,X,X,X
2462,zachodniopomorskie,łobeski,Radowo Małe,wiejska,OPS,303218032000,9,9,X,X,X,X
2463,zachodniopomorskie,łobeski,Resko,miejsko-wiejska,OPS,303218043000,3,3,X,X,X,X
2464,zachodniopomorskie,łobeski,Węgorzyno,miejsko-wiejska,OPS,303218053000,20,20,X,X,X,X
